review,rate
"Aplikasi ini bagus, drivernya sopan, harga murah, pelayanan prima. Secara keseluruhan sangat bagus dan menakjubkan",positive
"Sangat membantu dengan semua layanan yang disediakan. Menjatuhkan saya ke satu tempat, memesan makanan, mengirim paket, dll. Tetap bekerja dengan baik !!",positive
"sangat buruk, saya memesan untuk gocar diterima tetapi dalam aplikasit memuat dan pesan dari pengemudi tidak dapat membuka. itu membuat sulit bagi pelanggan kami untuk memiliki yang mendesak, dengan ini kami berharap dapat menyelesaikan masalah dalam lalu lintas tetapi ini tidak! applicat sangat tidak direkomendasikan dari sekarang",negative
Kenapa ya setiap mo upgrade gopay gk bs Saat selfie dengan kartu id? Tipe hp redmi note 7,negative
Menyenangkan dan mudah,positive
BERHENTI SPAM GO MALL. BANGET ANOYING!,negative
"Saya selalu suka menggunakan aplikasi ini. Sangat sederhana, pengemudi selalu siap (di wilayah saya) dan apa yang bisa saya katakan, dapat dipercaya. Gojek terima kasih!",positive
"aplikasi luar biasa, unicorn terbaik yang kami miliki di Imdonesia, pertahankan kerja keras, dan jangan pernah berhenti berinovasi, juga layanan premium kepada pelanggan untuk mendapatkan pencapaian yang lebih tinggi 👍👍👍👍👍",positive
"aplikasi ini memiliki terlalu banyak persyaratan dan membuat saya atau mungkin merasa tidak nyaman dan menyebalkan lainnya karena melakukan upgrade ke premier dan tidak ada petunjuk untuk hal ini dan mereka hanya mengambilnya dengan rasa bersalah, dan saya mungkin berpikir aplikasi ini dapat memberikan informasi saya ke pihak ketiga",negative
Sangat mudah digunakan! Hanya berharap ada alat terjemahan di messenger.,positive
"tidak kompatibel dengan zenfone 5 android 9. Selalu meminta izin untuk lokasi / gps bahkan ketika gps sudah menyala. terutama pergi layanan makanan, selalu macet.",negative
"Pengemudi cukup sulit untuk menemukan dan untuk beberapa alasan ketika Anda berhasil menemukan tumpangan, pengemudi berada di jurong timur ketika saya berada di bukit gombak, yang biasanya lebih dari 10 menit dari perkiraan yang diklaim. Aplikasi terkadang terasa agak lambat",negative
"Aplikasi hebat. Saya menggunakannya hampir setiap hari. Tidak menginstal aplikasi transportasi lainnya. Gojek sudah cukup untuk semuanya, bahkan untuk membayar tagihan",positive
"Tidak heran GoJek sering disebut Unicorn Indonesia paling maju start up. Ini user friendly, berbagai layanan dalam satu aplikasi, dan memiliki beberapa fitur kreatif seperti cara kami mengumpulkan poin dengan menggesek game dan detail lainnya yang seru bingits. Harus menginstal aplikasi!",positive
"menambahkan kartu kredit tidak berfungsi, aplikasi tidak mengizinkan memasukkan lebih dari 8 digit untuk nomor kartu kredit. Diinstal ulang 3 kali, masih tidak berfungsi (Samsung Note 9, android v9, Singapore)",negative
"Tidak ada fitur untuk menyimpan alamat rumah, alamat kantor dan tujuan favorit .... cukup merepotkan saat melakukan pemesanan ... dapat ditingkatkan banyak .. !!!",negative
Tolong lanjutkan push notificationnya.,negative
Tidak dapat mendaftarkan kartu,negative
"Mudah digunakan, respons cepat, 100% direkomendasikan",positive
"Ini adalah aplikasi sehari-hari saya, menggunakannya untuk memesan transportasi dan makanan saya. Saran, silakan tambahkan opsi untuk memilih pria / wanita / tidak ada preferensi sebagai driver preferensi karena banyak teman wanita saya lebih suka driver wanita.",positive
penanda GPS terkadang tidak berfungsi dengan baik dan menyebabkan pengemudi mengambil di tempat yang salah. tapi secara keseluruhan aplikasi bagus,positive
"Luar biasa 🤣 Tambahkan fitur untuk bertanya atau mengobrol dengan toko ketika kami ingin melakukan pemesanan, jadi kami tidak salah ketika memilih menu, karena saya pernah memilih untuk membeli hanya cabai",positive
Tidak dapat mendaftarkan tujuan atau memulai lokasi. Tujuan akan hilang dari daftar setelah beberapa lokasi.,negative
Sama sekali tidak berguna. Jangan buang waktu Anda. Dua kartu berbeda tidak dapat ditambahkan sebagai opsi pembayaran.,negative
"user friendly, mudah digunakan, membuat semuanya sederhana. Gojek terima kasih. Terima kasih gopay",positive
Tidak dapat memperbarui aplikasi. Berjalan di Redmi note 3 MIUI 7.0. Tolong perbaiki - Diperbaiki,positive
Aplikasi ini hanya versi beta yang hanya terbuka untuk pemegang kartu kredit / debit DBS. Tidak ada opsi untuk pembayaran tunai.,negative
"akun saya tidak dapat digunakan seperti 2 minggu, jadi saya menghubungi CS untuk bertanya mengapa dan mereka mengatakan kami tidak dapat menemukan masalah di komputer dan dengan mudah mengatakan kepada saya untuk membuat yang baru dengan nomor dan email baru, sangat membantu 👏👏👏",negative
"Setelah masuk tidak dapat melanjutkan. Diminta untuk memasukkan DBSXXXXXX, terus tampilkan kode yang tidak valid. Silakan periksa bug sebelum meluncurkan aplikasi ... sangat kecewa 😥😥😥",negative
"terima kasih banyak gojek. dengan aplikasi ini, saya menemukan banyak manfaat, seperti ketika saya tidak bisa membeli makanan pukul 00.00 pagi, gojek masih tersedia dan membawa makanan saya. aplikasi yang sangat bagus! 😊",positive
Itu terus memberi saya sopir di sisi lain jalan ketika memesan mobil pergi. Pada peta mungkin terlihat dekat tetapi rute pengemudi sebenarnya jauh.,negative
Setelah pembaruan malah crash di semua HP xiaomi redmi note 2. Untuk sgera diperbaiki aplikasinya atau perbarui ke versi gojek yg lama yg bisa jalan normal di redmi note 2. di samsung note 3 ok. mengapa redme note 2 ??,negative
Helloo .... saya melakukan beberapa transaksi tetapi tidak mendapatkan token Go-Points .... ??? bagaimana itu bisa terjadi ??? Tolong diperiksa. Saya akan memberikan 1 star rate jika tidak diselesaikan dengan cepat,negative
"Aplikasi ini sangat menarik dan bermanfaat. Apalagi saya sangat bangga dibuat oleh orang Indonesia. Ini membantu kita pergi ke suatu tempat dengan sepeda motor, mobil; itu memberikan makanan kita hanya dengan sekali klik! jenius!",positive
Saya ingin memperbarui tetapi tidak pernah berhasil. Saya mencoba untuk memperbarui berkali-kali tetapi setiap kali saya menekan tombol pembaruan itu hanya pergi dan menyuruh saya mengulangi. Mengapa?,negative
Mencoba memesan mobil tetapi menyatakan itu tidak dalam cakupan area ??? Tidak diluncurkan dalam SG ???,negative
Cinta aplikasi ini. Terima kasih gojek. Saya harap ada banyak diskon untuk perjalanan kali berikutnya,positive
Sederhana. Efisien. Suka gagasan menggabungkan fitur yang terkait dengan transportasi dalam satu aplikasi ..,positive
Saya tidak bisa masuk ke akun gojek saya setelah pembaruan. terus mengatakan kepada saya bahwa ada yang tidak beres. tolong perbaiki ini.,negative
"GOJEK BUKAN aplikasi pengguna yang ramah. Teman saya merekomendasikan saya, tetapi setelah diunduh lebih dari seminggu saya tidak dapat mengaktifkannya. Saya menelepon ke hotline dan diberi tahu bahwa itu hanya tersedia untuk ponsel iOS bukan untuk Android.",negative
pelayanan bagus tetapi aplikasi sangat mengerikan. Anda tidak dapat mengelola aktivitas terbaru Anda. panggilan ke pusat kontak tidak mudah.,negative
"tidak dapat memperbarui gopay. Saya telah mengambil 1.000 foto id saya, tetapi semuanya gagal, terus berulang untuk mengambil gambar lagi. Tolong perbaiki ini",negative
"Saya menggunakan aplikasi ini sejak masih kuliah. Saya memiliki beberapa jadwal terlambat yang saya tidak ingin datang terlambat. Kemudian saya menemukan aplikasi ini, sangat membantu kapan saja, terima kasih Go-Jek karena memudahkan kami!",positive
Layanan ini bermanfaat. Namun aplikasi ini sangat lambat dan lamban saat memilih tujuan dan estimasi tarif,negative
"Aplikasi bagus tetapi penanganan yang buruk dari pengemudi, terus-menerus meminta lebih banyak uang bahkan sebelum mereka menyelesaikan perjalanan, saya tidak keberatan membayar sedikit ekstra untuk pelayanan yang baik, meminta sebelum pengambilan tidak sopan!",negative
Aplikasi hebat. Gojek Singapura cepat dan mudah saat Anda membutuhkan tumpangan.,positive
"saya belum menerima penarikan gopay saya di rekening bank saya, tetapi dalam aplikasi statusnya selesai. saya membuat laporan tetapi layanan pelanggan tidak membantu sama sekali dan terus membuat laporan baru.",negative
"Menggunakan Samsung S10E, tidak dapat memesan wahana karena selalu mengatakan lokasi tidak ditemukan ketika saya mencoba mencari tujuan. Sama sekali tidak berguna",negative
Aplikasi yang sangat bagus dan bermanfaat,positive
"Membeli berlian legenda ponsel 15k idr menggunakan gopay untuk mendapatkan uang kembali 100%, tidak mendapatkan apa pun kembali (dua kali). Terima kasih untuk apa-apa ~~~~~",negative
Pengemudi tidak menjemput saya dan ditetapkan sebagai bug naik / kerentanan masih ada. Lakukan pengembalian uang dan perbaiki.,negative
semuanya disederhanakan,positive
Aplikasi yang bagus untuk makanan dan bepergian,positive
Selalu tepat waktu. Sopan n selalu membawa pelanggan baik.,positive
"Pusat panggilan Gojek perlu mengedukasi staf mereka tentang cara menanggapi panggilan dalam situasi yang berbeda. Dalam situasi darurat, jika personel pusat panggilan yang menjawab panggilan tidak dapat menemukan dan memanggil driver mereka dengan segera, maka ada sesuatu yang sangat salah dengan manajemen dan protokol gojek",negative
"layanan buruk, aplikasi buruk. Saya telah mendaftar menggunakan kartu kredit dbs saya satu bulan yang lalu dan saya tinggal di timur. Sampai sekarang saya masih dalam daftar tunggu. apa lelucon ..",negative
mudah digunakan. sangat membantu ketika Anda ingin pergi ke mana saja dan makan apa saja. aplikasi hebat,positive
"gogle resek ... aplikasi yang meminta pembaruan terlalu sering namun harus masuk terlebih dahulu, sudah masuk masih tidak bisa melalui, setelah berkali-kali mencoba, maka dapat memperbarui aplikasi",negative
Saya tidak dapat menambahkan nomor kartu kredit. Dalam aplikasi. Satu-satunya cara kerjanya adalah jika saya membayar tunai dan pengemudi tidak pernah membawa uang kembalian.,negative
"Beberapa fitur pembaruan sangat buruk. Benar-benar menjengkelkan ketika saya mencoba untuk memesan gocar tetapi secara otomatis membawa saya taksi bluebird dan saya harus membayar lebih seperti biasanya karena saya mendapatkan ""nyata"" gocar * bukan taksi",negative
"Mendaftar untuk mencoba GOJEK dengan mengatakan akan ada voucher diskon $ 5, tetapi tidak pernah mendapatkannya bahkan setelah seminggu. Merasa bahwa aplikasi ini tidak terlalu dapat diandalkan.",negative
"tekan membatalkan dan aplikasi masih berjalan, tidak mengizinkan untuk membatalkan. dan biaya tambahan lebih tinggi dari pada ambil!",negative
"aplikasi yang bagus, menyenangkan untuk dikendarai ... sederhana dan hanya menunggu pengemudi datang, dan juga membantu kami jika kami lapar, kami dapat menggunakan go-food",positive
Pelayanan yang baik secara keseluruhan. Hanya 1 area yang perlu ditingkatkan: pastikan pengendara yang menjemput pelanggan adalah pengendara yang terdaftar secara resmi. Terima kasih dan selalu menjadi yang terbaik!,positive
Unistalled ... Saya sudah menunggu selama 3 minggu dan saya masih belum dapat mengakses layanan mereka. Bahkan pemegang kartu dbs juga ... Cukup mengecewakan mungkin akan gagal ..,negative
"Ini adalah aplikasi yang bagus, pengubah kehidupan yang menandai era baru smartphone, membuat aplikasi yang penolong hidup benar-benar satu dari sejuta peluang, tetapi aplikasi ini berhasil! Sekarang, lihat di sekitar kita, selalu ada ojek untuk setiap kebutuhan!",positive
"BANYAK WAKTU aplikasi ini mengatakan bahwa server sedang sibuk, jadi saya tidak dapat menggunakan sistem gopay, JADI SAYA PERLU MEMBAYAR DALAM UANG TUNAI! untuk apa saya menyimpan uang saya di sana ??? Bagi saya, itu hanya cara bagi gojek untuk menyimpan ""uang kita"" dan mendapatkan keuntungan darinya. MALU!",negative
"Paylater menyebalkan! itu selalu menjadi pembayaran pilihan pertama. Saya tidak ingin menggunakan paylater lagi, bagaimana saya bisa menonaktifkan paylater? tolong jawab!",negative
"Tambahkan Aplikasi Gojek Perbarui. dengan LATER, untuk memfasilitasi memori ponsel pengguna yang terbatas (hampir penuh). Tidak hanya: UNINSTALL & UPDATE. Tq.",positive
"Aplikasi ini mengatakan tidak perlu mengaktifkan lokasi, saya sudah mengaktifkan lokasi saya, saya bahkan menggunakan akurasi tinggi dan itu menghabiskan banyak baterai saya dan aplikasi ini masih mengatakan saya perlu mengaktifkan lokasi saya",negative
"aplikasi mengatakan bahwa panjang maksimum perjalanan adalah 30 km ke bawah. Perjalanan saya adalah 19 km, kadang-kadang saya bisa memesan tumpangan, dan kadang-kadang aplikasi mengatakan itu terlalu jauh. bagaimana???",negative
Bukan pengalaman yang baik menggunakan aplikasi ini. Driver selalu lebih dari 9 menit. Beberapa pengemudi tidak menjawab ketika saya bertanya berapa lama sebelum mereka mencapai. Saya akan menggunakan aplikasi terpercaya lainnya.,negative
Aplikasi terus membawa saya kembali ke `Anda ada di daftar` dan tidak melangkah lebih jauh. instal ulang n register masih masalah yang sama,negative
"Kenapa saya selalu gagal memperbarui gojek? Pesan nya ""gojek tidak dapat diinstal. Coba lagi dan jika masalah berlanjut, dapatkan bantuan pemecahan masalah (kode kesalahan: 504). Ada yg bisa bantu?",positive
Sangat membantu dengan aplikasi ini !! Tidak ada lagi terjebak dalam kemacetan lalu lintas yang sangat buruk.,positive
ramah pengguna dan respons cepat sistem. terkadang peta sedikit akurat tetapi secara keseluruhan ini adalah aplikasi yang hebat.,positive
"Aplikasi hebat untuk menyelesaikan masalah hidup Anda, seperti kemacetan lalu lintas, kesehatan, pembayaran elektronik, belanja online, dll. Aplikasi hebat Karya Anak Bangsa Indonesia!",positive
"opsi pemesanan manual di gofood sudah tidak ada, akun sulit untuk diperbaiki, tidak ada yang menjawab pertanyaan yang diajukan melalui aplikasi",negative
Mengapa terjadi kesalahan pulsa?,negative
"semua dalam satu aplikasi, membuat semuanya lebih mudah",positive
Ini akan baik untuk memberikan tenggang waktu sebelum memperbarui aplikasi.,negative
"Tidak dapat menginstal ulang aplikasi. Email terdaftar tidak sesuai dengan nomor hp setelah pembaruan, hp tidak terdaftar. Dan pendaftaran baru dengan nomor hp, kata terdaftar ..",negative
"Saya tidak dapat meningkatkan versi gopay saya. Ia terus mengatakan ""Mengunggah dokumen Anda ..."" karena mungkin lebih dari 1 tahun yang lalu saya mengunggah kartu ID saya. Tolong bantu.",negative
"Aplikasi Menyedihkan, tidak menampilkan riwayat perjalanan melebihi beberapa terakhir. Jika Anda memiliki masalah dengan perjalanan sebelumnya, Anda bisa melupakannya. Mereka tidak menanggapi pertanyaan dan pusat panggilan mereka selalu aktif.",negative
Digunakan untuk 4 wahana hari ini. Aplikasi stabil dan mudah digunakan. Setiap bit sama dengan Grab.,positive
"aplikasi ini sebenarnya bagus, tetapi tidak cukup aman. Saya baru saja kehilangan 11 juta rupiah semalam karena seseorang yang menggunakan nama jek menipu saya. tolong selesaikan masalah ini, saya tidak ingin lebih banyak korban.",negative
Aplikasi terus memberikan lokasi pengambilan yang salah (blok salah) kepada pengemudi. Saya umpan balik tetapi tidak mendapat tanggapan dari gojek dan itu terjadi lagi.,negative
Lebih baik daripada ambil seperti dalam biaya ongkos. Tetapi perlu menambahkan opsi untuk menambahkan beberapa drop off. Selain itu bagus.,positive
tidak dapat memperbarui aplikasi .. tidak dapat menggunakannya lagi .. dan apa itu kode kesalahan 910 ?? itu selalu terjadi setiap kali saya mencoba menginstal Gojek App ..,positive
Waktu tunggu yang ditunjukkan dalam aplikasi sangat tidak akurat. Aplikasi mengatakan 1 menit tetapi saya harus menunggu selama 20 menit.,negative
"tidak dapat menghapus akun, tidak dapat mematikan notifikasi, ke banyak iklan, selalu bekerja di latar belakang, menghabiskan lebih banyak daya baterai",negative
"Bagus dan murah pada awalnya. Kemudian berubah menjadi sangat mahal. Terus memberi voucher lalu mereka terus mengambilnya kembali ""kami membuat boo boo. Kami mengirimnya tanpa sengaja"" lol omong kosong. TIDAK TERINSTAL!",negative
"masih jauh untuk pergi. Ini seperti Grab di hari-hari sebelumnya. Aplikasi perlu banyak perbaikan, EG. Saya bepergian di beberapa negara ASEAN, aplikasi lambat beradaptasi dengan keberadaan saya. tujuan populer tidak di aplikasi Anda.",negative
"tolong tambahkan fitur terjemahan untuk bahasa lain, dan saya tidak tahu ide siapa untuk mengganti fitur catatan dengan sekelompok *** ui, sederhanakan",negative
Saya telah mengunduh aplikasi ini beberapa bulan yang lalu ... dan saya merasa sangat berterima kasih. Aplikasi ini sangat membantu dan selalu memiliki acara promo-full. Ya !! Semoga beruntung Go-Jek ❤,positive
"Aplikasi ini sangat berguna bagi saya, banyak diskon dan voucher, dan go-pay juga membuat hidup saya lebih mudah :) tetapi beberapa poin saya sudah kedaluwarsa.",positive
Belum pernah mengeluh sebanyak itu. Semuanya bagus,positive
Go sepeda rate jangan tunjukkan setiap waktu Buang waktu Tolong jangan instal aplikasi ini,negative
Gagal pada beberapa kesempatan server terus-menerus menurunkan aplikasi yang baik tetapi sampai saat itu benar-benar sampah,negative
Aplikasi bagus dan bagus,positive
Aplikasi luar biasa dengan pengendara dan pengemudi profesional. Pertahankan kerja bagus dan sebarkan cinta,positive
Aplikasi ini tidak berguna karena tidak memungkinkan Anda melakukan pemesanan bahkan setelah entri kartu kredit berhasil.,negative
masih banyak masalah salah satunya ada di gps meskipun sudah diaktifkan tetapi dianggap tidak aktif,negative
"tiba-tiba tidak dapat digunakan gopay, selalu dikatakan offline bahkan dengan jaringan koneksi yang stabil, coba instal ulang aplikasi dan sekarang tidak bisa login.",negative
"Ini memiliki driver yang baik tetapi agen yang buruk, bagaimana masalah saya terkait top up saya memakan waktu lama. Saya sudah melaporkan melalui email termasuk bukti (sc akun saya dan transaksi bank data) dan itu masih sama sampai sekarang, bagaimana kecewa",negative
"tidak ada opsi untuk mengobrol untuk mendapatkan bantuan, tidak ada opsi untuk memberi tahu pengemudi, tidak dapat mengubah pax dan jenis layanan transportasi!",negative
"aplikasi hebat, sejauh ini sangat membantu, dan apalagi detail untuk pembaruan. di sini saya memberi Anda bintang-bintang karena Anda telah berhasil membuat hari saya. terus meningkat!",positive
"Setelah memperbarui versi baru, aplikasi macet setiap kali saya mengklik go pulsa dan beberapa layanan lainnya juga. Tolong",negative
Saya belum menerima saldo kredit telepon saya setelah menggunakan GO-PULSA tetapi statusnya selesai. Saya mengirim email ke layanan pelanggan GO-PAY tetapi tidak bisa membantu. Ini sangat buruk.,negative
VIRUS. Tetap memulai ulang bahkan setelah dipaksa berhenti.,negative
"Aplikasi bodoh, saya ingin meng-upgrade pembayaran go saya untuk menggunakan penarikan tetapi dikatakan id saya blur, tetapi sebenarnya saya kirim itu tidak kabur ... perbaiki dan buat seperti OVO aplikasi yang lebih baik yang meng-upgrade hanya membutuhkan waktu 2 jam dan mudah untuk Tingkatkan dari urs",negative
"Berguna! tidak hanya untuk transportasi tetapi juga untuk pembayaran, restoran dll. Loveeeee it ..",positive
"Aplikasi ini tidak dapat digunakan untuk mentransfer dana dan menarik, status upgrade sudah tertunda beberapa hari, mengerikan",negative
Sangat bermanfaat dan bermanfaat..terutama bayar-bayarnya..membuat lebih mudah ketika Anda tidak punya uang tunai .. tetap bekerja dengan baik,positive
ini sangat membantu terutama bagi orang yang tidak bisa pergi ke mana-mana dalam jarak jauh dan memiliki jadwal yang ketat. sangat suka aplikasi ini,positive
Layanan bahkan tidak tersedia di daerah saya. Tidak dapat mencari tumpangan apa pun. Tidak dapat menemukan informasi akun saya juga. Aplikasi buruk. Silakan perbaiki.,negative
Data dalam aplikasi ini telah DIHAPUS !! Basis data Anda telah dilanggar oleh orang yang tidak bertanggung jawab. Saya merekomendasikan semua orang yang uangnya di gopay untuk memindahkannya ke tempat lain dan segera keluar dari aplikasi!,negative
Aplikasi ini memiliki masalah teknis. Tapi secara keseluruhan saya menggunakannya untuk berkeliling dengan nyaman.,positive
Aplikasi tidak menunjukkan lokasi drive dengan baik. Sangat sering itu jauh. Opsi untuk mengubah metode pembayaran juga tidak dapat diedit.,negative
"Semua dalam aplikasi untuk naik memanggil, memesan makanan, pemesanan tiket dan banyak lainnya. Pengalaman pengguna yang luar biasa.",positive
Aplikasi ini mem-spam Anda dengan pemberitahuan push iklan yang tidak diinginkan tanpa opsi dalam aplikasi mengedit atau memilih keluar dari sampah ini. Tolong hentikan mengirim spam kepada kami.,negative
"Tebus poin dengan voucher 15k gofood. Dikatakan tidak ada minimum pemesanan. Namun, voucher tidak sepenuhnya diterapkan oleh aplikasi. Saya memesan makanan 25rb, diskon hanya 8rb. Kenapa sih?",negative
"Aplikasi yang paling berguna di Indonesia, aplikasi ini adalah paket lengkap, Anda mendapat pembayaran tanpa uang tunai, berbagi perjalanan, memesan makanan dalam satu aplikasi, itu benar-benar hebat",positive
Harap buat opsi untuk mematikan pemberitahuan push untuk semua promosi. Itu membuatku gila!,negative
"(Awsome, layanan transportasi mudah dan sangat nyaman yang dapat digunakan di seluruh Asia. Jaga pekerjaan yang baik.",positive
"tidak dapat menambahkan kartu kredit. pertama kali digunakan setelah terdaftar masuk ke layar hitam kosong, hang.",negative
"Semuanya sempurna, mungkin Anda bisa memberikan diskon lebih pada perjalanan sering, terutama untuk pengguna lama mungkin. tetap lanjutkan. Terima kasih",positive
aplikasi yang bagus; ini sangat berguna dan membantu. tapi harganya lebih mahal dari sebelumnya.,positive
"Sangat berguna. Jauh lebih baik dari yang lain. Mudah, sederhana, dan menyenangkan.",positive
Mudah diakses sejak mengunduh aplikasi hingga menggunakannya setiap hari. Tarifnya juga masuk akal. Terus tingkatkan lebih dari cukup. Bravo!,positive
"pasti bermanfaat, tetapi banyak dan banyak bug dan kesalahan",negative
Membuat semua ny jd Simple..Good Apps..👍👍,positive
aplikasi tidak memberikan syarat & ketentuan terperinci untuk promosi makanan yang tercantum; dapat menyesatkan pelanggan dalam pembelian mereka. membutuhkan desain ulang yang lebih baik untuk aplikasi berperingkat tinggi.,negative
Membatalkan perjalanan saya setelah menunggu beberapa menit. Menjatuhkan saya pesan yang mengatakan 1 menit Dan masih membatalkan perjalanan saya! Pembatalan setelah menunggu sebentar telah terjadi berkali-kali!,negative
Sangat membantu. Aplikasi yang mudah digunakan. Pengemudi yang baik dengan pelayanan yang baik.,positive
Aplikasi yang sangat bagus .. sangat membantu saya karena saya malas mengemudi di jakarta. Harga ini sepadan dengan taksi. Dan mudah memesan makanan menggunakan aplikasi ini. 👍👍👍,positive
peta tidak akurat. respons microservices terlalu lambat. butuh waktu lama.,negative
"Suka layanannya, jangan suka pemberitahuan promosi spam tanpa ada cara untuk menonaktifkannya. saya hanya ingin pemberitahuan untuk pembaruan pesanan.",negative
"peta selalu menunjuk ke posisi yang salah, membuat pengemudi mengambil di tempat yang salah dan mengambil lebih banyak waktu",negative
"Um . Kadang-kadang gps tidak berfungsi dengan baik, tetapi sejauh ini saya suka aplikasi ini, sangat membantu.",positive
"Saya telah mengirim email tetapi balasan mereka bervolume tinggi. Meskipun saya mengirim email kepada mereka masih mengatakan volume tinggi, sudah 2 hari. Mencoba menelepon mereka sekarang tetapi sekali lagi volume panggilan tinggi. mengenai kode verifikasi, saya telah mendaftarkannya begitu lama tetapi saya tidak menerima kode apa pun.",negative
"Tidak dapat masuk, mengapa selalu menunjukkan kode anggota kartu DBS / POSB untuk verifikasi. Bahkan memberi saya kode SMS juga tidak bisa masuk.",negative
saya uninstall karena saya tidak dapat menonaktifkan paylater. tambahkan menu dan saya akan menginstalnya lagi,negative
Go poin adalah scam. Tidak ada gunanya mengumpulkan poin. Tidak dapat menebusnya untuk apa pun kecuali voucher perjalanan yang lebih banyak. Atleast grab memiliki beberapa hal yang layak ditebus. Saya punya 37000 poin = sampah!,negative
"Sayangnya, harus berpasangan dengan sopir pribadi yang berperingkat rendah. Apakah saya harus memberi peringkat 1 ?! Untuk menghentikan algoritme berpasangan dengannya? Tidak dapat menampilkan obrolan meskipun ada obrolan driver yang masuk (yang artinya internet berfungsi)",negative
"Masih meminta Layanan Lokasi meskipun saya sudah mengaktifkannya. Aplikasi lain berfungsi dengan baik, jadi itu berarti aplikasi, bukan perangkat. tolong perbaiki",negative
"Andal, Bermanfaat, dan kompetitif. Satu-satunya masalah muncul ketika hujan datang",positive
Namun aplikasi yang sangat berguna dalam kondisi tertentu tidak berfungsi. Terutama di hari hujan,positive
"Saya suka menggunakan gopay, tetapi baru-baru ini banyak toko mengubah aturan tanpa pemberitahuan jelas tentang cashback dan membatasi cashback sekarang dikurangi ... Pesaing Anda menawarkan lebih banyak manfaat btw. Tolong tingkatkan ya. terima kasih .. selanjutnya ..",negative
Menguras baterai saya dengan terus-menerus memeriksa lokasi bahkan ketika tidak menggunakan aplikasi. Tolong perbaiki perangkat lunak buggy Anda.,negative
"Mengapa terus menunjukkan nyalakan lokasi ?? Saya sudah mengaktifkan lokasi saya, tetapi aplikasi ini terus menanyakan lokasi saya. Dev, tolong jawab ASAP ini. Ponsel saya S7 Edge, apakah kesalahan ini disebabkan oleh ponsel saya atau apa ??",negative
"Secara keseluruhan aplikasi bermanfaat, tetapi mengerikan selama cuaca buruk yang membuat aplikasi tidak dapat digunakan, perbaiki ini dan saya akan memberi peringkat 5 bintang",negative
Harap mempermudah dan menyederhanakan pendaftaran pedagang baru baik untuk makanan cepat saji maupun membayar. Begitu. Rumit,negative
"Perlu meningkatkan kompatibilitas, berfungsi baik di perangkat nokia dan samsung saya tetapi tidak berfungsi di LG G6 saya ... macet setiap kali saya mencoba membayar.",negative
Harga lebih baik daripada ambil dan tada,positive
"Silakan login menggunakan Facebook ndes, tai",negative
Upgrade gopay sudah menunggu lebih dari 48 jam dan masih menunggu. Mengirim email ke layanan pelanggan 3 kali dan bahkan tidak merespons semuanya 3,negative
Pengemudi menerima tumpangan saya dan menolak untuk pindah. Ini telah terjadi berkali-kali - buang-buang waktu saja. Aplikasi yang sangat tidak direkomendasikan.,negative
"Setiap kali saya menggunakan Go Shop selalu menunjukkan posisi pengemudi yang salah, jauh dari posisi aslinya, bagi saya itu hanya terjadi untuk go shop, gojek dan gocar ok",negative
Saya mendaftar sebagai anggota beta dengan promosi DBS tetapi pada saat itu tidak melayani daerah saya tinggal. Sekarang luas pulau dan saya ingin menggunakan tetapi tidak dapat menemukan voucher,negative
"Kirimi saya email yang memberitahukan bahwa saya telah berhasil terdaftar, tetapi masih tidak dapat menggunakan aplikasi setelah menunggu berhari-hari setelah mendaftar",negative
"Terlalu banyak nanah notif, sampai 11:00 saya mendapat total 4 push notif. Siper menyebalkan guys, dan tidak dapat menonaktifkan, bahkan tokopedia memiliki fitur untuk memilih keluar.",negative
"Aplikasi transportasi online terbaik yang pernah ada. Driver yang ramah, saya sampai di tempat lebih cepat dan ada banyak promo.",positive
aplikasi mengerikan yang gagal menautkan akun kartu kredit saya. bank menunjukkan keberhasilan tetapi aplikasi gagal ditautkan. Membuang biaya proses bank saya.,negative
mengapa butuh waktu lama untuk menyetujui dan menggunakan aplikasi. Aplikasi lain tidak memiliki prosedur semacam ini. Terburuk dari semua saya tidak mendapatkan voucher $ 5 saya untuk dua perjalanan pertama. Diisi harga penuh untuk perjalanan pertama saya. Membuat saya bertanya-tanya apakah GOJEK benar-benar dapat dipercaya.,negative
Baru-baru ini sangat sulit untuk menemukan driver. saya mendapat driver 2x yang tidak memenuhi pekerjaan mereka tetapi mengakhiri permintaan saya di app sehingga mereka mendapat uang dari Go-Pay saya. Saya mengeluh tetapi pada awalnya mereka membela pengemudi. layanan bisu di Go-Jek baru-baru ini. semoga akan kembali seperti yang sebelumnya,negative
"aplikasi ini sangat membantu, jika Anda butuh tumpangan, Anda lapar, bahkan jika Anda ingin membeli tiket film ,,",positive
"kesulitan menginstal aplikasi, muncul kode kesalahan: 910 & 504. sudah di hapus data & hapus cache & restart.",negative
Aplikasi ini membantu saya menghemat waktu dalam kondisi lalu lintas di Jakarta. Suka !!,positive
"tidak dapat memesan item menu kustom lagi dan banyak restoran besar telah mengubah item menu mereka menjadi hanya kombo, misalnya: McDonald's. tidak dapat memesan alacarte dan tidak dapat menambahkan item menu kustom. kurang pilihan, menyebalkan.",negative
"crash pada pembaruan baru, tidak dapat menggunakan mobil pergi atau apa pun",negative
Server selalu sibuk. Tidak baik,negative
