review,rate
"Saya cek... jarak tujuan hanya 6,4km..pas mau pembayaran jarak brubah 2xlipat... jelas biaya pembayaran jg meningkat.. kenapa demikian ? Blm lg .. pas gopay blm top up ada pemberitahuan bayar pake gopay disc 15rb. Pas uda top up..d pake buat pembayaran sm besar dg tunai.. sy bener2 kecewaaaaa... !!",1
"Akun Gojek saya kenapa selalu ada notif pesanan sudah sampai , tunggu driver , driver sedang mengantar pesanan , padahal saya ga pesan atau order , apa akun saya ada yg gunakan ? padahal ga ada yg tau pasword nya. Mohon dong GOJEK di perbaiki lagi sistem nya.",1
"Kemarin sy makan di MD Donald,iklannya bayar pakai gopay tanpa minimal transaksi dapat cashback 50 persen, cashback masuk 2x24 jam,dan nyatanya sudah 4 hari ngk masuk masuk cashback.kecewa banget sih.iklannya ngk benar.",1
"Jek. Email aq sudah terdaftar tapi no hp aq sudah lenyap bersama hpnya , saat mau login harus registrasi lagi dan ga bisa karena email sudah terdaftar, minta solusinya.",3
"Benerin system, gausah ada akun prioritas atau member, semua orang berhak dapet orderan. Minimal sehari dikasih 8 orderan lah. Kalau gini terus kasihan driver nya.",1
"Saya kecewa.mau order,tetapi hrus nunggu driver dr jarak jauh.pdhal di deket rumah bnyk gojek.mhon di perbaiki.biasanya g,seperti itu.klo msih sperti itu.mending sya pindah di tempat sebelah,dan skrg dah jrang ada promo.",1
"aplikasi ga ada promo nya,sekali ada promo ga bisa pake kodenya mending pake grab aja.",1
"Baru kali ini.. ada perusahaan yg kantornya gak ada CS , cuma ada satpam.. pengurusan GOPAY GOBiz settlement dll cuma lewat email.. sama sekali gak bonafid, ga care sama customer",1
Promo gojek sudah jarang sekali di dapet...gak kaya ojol sebelah tiap hari ada promo karna itu sangat membantu sekali buat saya yang seorang ibu pekerja dan buat anter jmpt anak saya sekolah..,1
"Ga ada voucher, mending naik angkot lebih murah. Tarifnya keterlaluan kalo ga pake voucher. Harusnya kalo bayar pake gopay lbh murah dong, eh ini sama aja",1
"Paling kesal sama driver yg pas hujan2 gak mau ambil orderan!! Udah harga naik seharusnya bersyukur lah ada yg order, ini mah diliatin doang dan gak diambil!! Padahal dia duduk disebelah cuma ngeliatin orderan trus hanya pilih yg dekat doang!!",1
Tolong perbaiki dimana nomor telepon saya yang tercantum di aplikasi gojek sudah tidak aktif dan saya ingin mengupdate nomor saya yang baru tetapi tidak bisa. Bagaimana langkah saya selanjutnya agar bisa sukses update nomor telepon saya? Tolong.,3
"Sangat buruk. Sdh bbrp hari order Go Food, Go ride, tidak ada main Point lagi, terakhir tertulis poin hangus tgl 30 des 2020 kok jd 30 juni, apakah mempermainkan pelanggan?",1
"Mau login pake akun yg sudah terdaftar+nomor juga sudah benar tapi nggak bisabisa!!!!!!!!!sampe sudah saya uninstall+install ulang tetap g bisa login.keterangannya hanya ""ups ada yang salah"".MATAMU !EMOSIIII",1
"Saya beli coin webtoon pake gopay karna ada promo cashback 100% tapi sampe sekarang uang nya belum kembali di gopay nya,padahal syarat dan ketentuan nya udah saya baca berkali"" dan ga ada yang salah",2
Penyelesaian masalah sangat lambat . Masalah yang saya dapat sudah beberapa hari tetapi belum mendapat balasan apapun Saya rasa masalah ini tidak akan ditanggapi Penyelesaian yang tidak profesional dari pihak gojek (sangat kecewa) Pesanan F-67619140,1
Akhir akhir ini voucher gofood yg diberikan membosankan resto itu itu aja...selebihnya sangat membantu,4
Saya kecewa dengan pelayanan nya. Blm ada komfirmasi apa2 keterangan pesanan sudah diantar.. Tlong diteliti jgn merugikan org lain.gak akan pake apl ni lagi apalagi ngisi saldonya.. Bener2 nyesel smoga gk terjdi kpd yg lain ckup saya saja,1
Udeh payah voucher gofood mulu gak penting!!! Gw butuh nya tuh GO-RIDE!!! Udeh mahal lgi 😤😤😤😤,1
Sering naik gojek ba yak sekali driver yang mengeluh dengan sistem yang sekarang. Tetap semangat abang2 driver,1
"Sangat membantu dalam mencari alamat2 yg baru, terutama ketika kita berada di kota lain",5
Sekarang gofood kenapa dibatasi jaraknya?cuma 4 km?kita yg didesa pengen beli makanan dikota g bisa...gofood semakin buruk pelayanan...sebenarnya pelanggan byr brp pun g masalah...tp kenapa harus dibatasi...yg penting driver nya mau antar g masalah...mengecewakan...🙁😠😠,1
"Bagus,cuman yg harus ditingkatkan pelayanan di waktu hujan,susah sekali dpt driver nya..juga klo mau ngirim paket pake gosend,da tunggu 2 jam,eeh bilang driver saat ini sibuk,jadi minta tolong lebih diperhatikan serta lebih dipercepat jam antrian nya,terima kasih.",4
"Makasih,,,,akun lagi gacor2 nya ,,,langsung di bikin anyeb bin soakkkkk,,,,sekali nyangkut gosend 40km,,,goshop 600k,,,goride 35km,,,sekali nya Deket dapet 1 ga di kasih3 lagi sampe malem,,,tambah lagi kalo minus mau itu minus 1000k pun order kaga d kasih2,,,di mana arti ""PASTI ADA JALAN""",5
Hari ini di terminal 3 ultimate saya pesan Gocar gak tersedia. Saya pesan Bluebird Gocar muter aja gak ada yg nerima. Saya pengen mendukung produk Indonesia tp kelakuan nya begini. Akhirnya pindah ke Grab,3
"Saya mau mengisi saldo gopay, tetapi saya bingung jumplah nomer kartu saya hanya 11 digit saja padahal disuruh masukin 12 digit, saya coba masukin 11 digit saja tidak bisa. Apakah saya harus nambahin 62 didepannya? . Mohon bantuannya.",3
"Aplikasi anjing daftar ngantri"" segala macem persyaratan harus ini itu tapi kinerja bobrok kalah sama grab !!! MALU orang mah karya anak bangsa begini amat !!! 2020 orderan malah anyep sepinya minta ampun !!!",1
Tolong perbaikin sistem gojek woy! Atau ga tuh kami para driver kasih bintang satu aja semua di ulasan Gojek Driver. Biar rating kalian di bwh 2 trs di take down dr google play store. Bgsd narik berhari2 hasilnya nihil,1
Eror mulu. Keterangan server padat gabisa diapa apain . Dah reset apk sampe reset hp tetep aja kayak gitu. Sayang saldo ga bisa dipake. Beliin go pulsa pun tak bisa . Eror . Server padat.,2
Wahai nadiem kembalilah kamu k gojek krn penggantimu yang skarang si kevin dengan (lupa nama) malah memperburuk keadaan jumlah pembagian order yang gacor makin gacor yang gagu tambah gagu akunku cuma dapat 1 trip per hari dari jam 8pagi-10 malam,1
Saya pengelola wr makan. Kalo pengiriman barang . otomatis konsumen belum bayar uwang kes.. nominal yang sedikit..di bawah 💯 ribu.tapi ada drifer yg gak Mauk bayarin dulu.itu gimana biyar sama sama bisa jalan.,3
"System bangsat bikin menderita driver , 24 online cuma dapet 1 order , dan begini selama 3 hari . Hai .... Kau anjing kasih order yang merata lah . #taigojekindonesia",1
"Semua akun gabisa di gunakan di HP saya. Termasuk punya saya pribadi,tapi ketika di pindahkan ke HP lain bisa di gunakan! Dan yg aneh nya knp cmn gojek nya aja yg seperti ini? Tidak dgn apk yang lain nya. Trmksh",1
"Seenak nya aja potong saldo org, jelas2 gw ga prnh top up di game itu, tau2 di potong saldo gw, asu lh goblok",1
"Selama ini masih bagus,,tp untuk ke depan nya lagi tolong untuk IT nya PT.GI system harus lebih update supaya tidak sering error ketika pemesanan sedang berlangsung..thank",5
"Hai gojeg kenapa ada tagihan di paylater saya ,saya tidak pernah pke paylater apakah ada yg sama tolong perbaiki",4
"Vocer kemana ? Koq ilang gitu aja Padahal belom di pake, Males jadinya, udah lama ga pake gojek lagi",1
"Aplikasi ini sangat membantu sekali,memudah kan saya membeli makan ga perlu harus antri",5
"Kecewa,kasih voucher diambil lagi,,kagak niat ya jangan ngadain promo",1
"Gopay saya tiba-tiba ilang padahal sudah top-up banyak, dan tiba-tiba tingal sedikit",1
"Teruntuk pengguna gojek yang terhormat, khususnya go ride or ojek. Namanya ojek pake motor kalo panas ya keringetan, ujan ya basah. Jangan karna driver gak ada jas ujan kalian cancel se enaknya bangsat. Itu performa kami dalam mendapatkan order jadi berkurang. Cerdaskan lah diri kalian.",5
Min kok aku ga bisa login ke app gojek yah bahkan mau buat akun baru juga ga bisa Udah login pake facebook tapi ga masuk2,5
"Go pay bermasalah, saldo 116rb di pakai 56rb, dapat cashback 20rb dari transaksi(inbox) tapi sisa saldo malah tunggal 34rb. Mohon konfirmasinya,.. gojek. Bukannya cash back malah terpotong.",2
"Tolong pemesanan gofoodnya di perbaiki, total pemesanan sudah ditambahkan dengan biaya ongkir lalu di kasih diskon lalu ditambah biaya onkir lagi. Jadi dalam setiap pemesanan gofood 2 kali bayar ongkir, fatal banget mnrutku. Tolong di perbaiki.",1
Isi saldo direkening terpotong.tapi belum masuk juga ke dalam gopay.padahal lagi perlu sekali itu akses untuk memudahkan transport kemana-mana. Maunya aplikasi ini kenapa ya? Kadang kurang bersahabat!! Slow respon!!!,1
"Serius, gojek.. aplikasinya gk bisa cancel.. saya kasian sama bapak bapak yang gk sengaja saya pencet.. soalnya saya salah arah tujuan. Dan plus.. tombol ganti tujuan gk bisa.. berubah di gojek drivernya. Tolong di benerin lagi.",1
"Saya membeli voucher Go Food yang berakhir tgl 5 Januari 2020 tapi per hari ini tgl 23 Desember 2019 saat mau digunakan muncul keterangan ""Voucher Sudah Tidak Bisa Digunakan"". Mohon segera ditindaklanjuti hal yang merugikan ini. Tks.",1
"Makin gak seru Nambah mahal aja, Promonya gak keren lagi Daripada buat"" spanduk promo gajelas abis duit berapa juta. Mending KASIHMURAH beneran. Pengguna gojek gak kalangan dewa semua jek. Banyakan juga pengangguran dan anak kosan",2
"Kecewa banget sama gojek skrg, dah bbrp minggu ini klo mau pesan makanan sllu gagal, disuruh coba terus smpai berkali"" ga nemu driver yg bisa trima orderan, pdahal tmpt tujuan biasanya rme gojek ! Tolong dong di tingkatkan",3
"Kebanyakan makan duit gak perduli yg namanya pelanggan gak peduli yg namanya driver !!! Sistem lemah, keamanan lemah beda sama grab !!!! Malu maluin anak bangsa aja !!!!!",5
"Katanya promo mamimumemo 40% lah, 50% lah, 70% lah, nyatanya harga yg dibuat resto udah di up dulu setinggi2nya baru dikasih diskon, sama aja dong jadinya harga normal biasanya dengan harga diskon, cuma selisih sedikit. Gimana ini? Apa tidak dicek dulu harga tidak boleh di up kan.",1
"Kecewa bos, mau order gojek atau gocar gk bsa, pas lgi loading buat cri lokasi layar langsung putih trus keluar sndiri,,, pdahal udh di perbarui, tpi klu di gofood baek"" ja masih bisa di order Jgn biarkan langganan gojek pindah APK SEBELAH.",1
"Untuk pemakain goride kenapa maps nya jd berubah/ngaco,seharusnya jarak hanya 3km,sekarang mesti muter² dulu ga jelas kemana dan menjadikan jarak 10km,smakin kesini smakin buruk sistem di aplikasi,tolong segera perbaiki",2
Saldo yang saya tarik ke atm blom masuk lebih dari 5 jam. Telpon dan suport gojek no respon,1
Makanan tidak tersedia kenapa tidak bisa di batalkan. kasihan driver nya. Mending uninstal aja klok begini saya pemakai gojek yg sudah lama sangat kecewa Dengan yang sekarang.,1
Buruk sekali layanan nya..transfer ke sesama gopay pun tak bisa...utk apa ada upgrade klo tk bsa transfer...semakin jenuh dgn layanannya..mohon di perbaiki sistem nya.,1
"Orderan sekarang dapat drivernya jauh2, kelamaan nunggunya padahal perlu cepat... Mau nunggu kelamaan, mau dicancel kasian drivernya. Mending pindah ke aplikasi sebelah, yg pasti2 aja.",2
"Saya beberapa kali gagal dalam top-up Gopay, yg terakhir kalinya cukup parah,saldo di M-Banking udah kepotong tapi di saldo Gopay belum naik-2. Udah komplen 3X di mail contact us dalem aplikasi, ga ada tanggapan-2.",2
"Aplikasi karya anak bangsa yang sangat bermanfaat untuk semua orang, terutama mampu menciptakan lapangan kerja dan menggerakan roda perekonomian Indonesia. Terima kasih founder",5
Sengaja saya kasih bintang 2 karena pas saya login kok ada yg salah padahal no hp saya bener tolong benerin tolol🤬,2
"Kecewa mesanin gojek buat anak ku berangkat sekolah tadi pagi , sekalian beli go pay , uang nya udah dikasih, go pay nya belum di kirim sampai sekarang , sempat kirim tanggapan di gojek nya GK direspon , kecewa sumpah",1
"Pusing deh klo harus update ulang trus.. klo memory hp nya banyak sh ga apa2, nh memory hp nya sedikit jd klo ga bisa ke download kan mau ga mau di hapus aplikasinya..",5
Kok kagak ada es kepal milo lagi ya? Padahal kan itu makanan legendaris tahun lalu.Apakah tahun 2020 es kepal milo sudah tidak ada di gofood atau sebaliknya😦mohon pihak gojek memberikan konfirmasinya🙏Terima kasih.,5
hai gojek . baru baru ini map saya untuk go.ride kenapa rute perjalanan dekat kok jadi muter2 jadi jauh sekali ???tolong perbaikan dan tindakan nya ya ??? sangat merugikan waktu,1
"Pada gak dapat cashback gara-gara peraturannya diubah, seharusnya kalo mau diubah peraturannya, tolong diadakan pemberitahuan lewat notifikasi agar kita tau bahwa kita sudah tidak bisa mendapatkan cashback dari pembayaran google play lewat gopay karena limit cashback. Terima kasih atas cashbacknya.",5
Saya mau pesan gofood buat tahun baru knp semua driver sibuk?? Alo misal emanx gak service ya bilang aja libur ato kasi pop up pemberitahuan alo semua driver diliburkan jan kek gini pesanan diterima tp driver sibuk terus Makasih dah ngancurin tahun baru ini,1
"Bagi masyarakat (bukan driver) yang suka merendahkan bahkan membenci driver2 gojek, silahkan hapus/uninstall aplikasi gojek dari handphone anda.. Tidak usah menggunakan layanan gojek.. Ngapain benci tapi butuh.. Dasar manusia setan..",1
"Perbaiki system aplkasi custmr secepatnya sebelum kabur semua pelanggan bang gojek, mau order kok kaga bisa selalu logout terus balik kemenu utama.. Haedehh jangan bikin malu karya anak bangsa donk..!!",2
"Aplikasi eror susah buat order,driver deket malah nggak di kasih order,driver jauh yg dapat,system apah inih,hapus system prioritas, ""Rip gojek tetangga sebelah lebih adil,driver end custumer sinergi, "" rip driver gojek,",1
"Kemarin pesen makanan, padahal makanannya deket denganku, Tapi milih drivernya jauh banget dari tempat makan, jadi nunggu lama deh, kecewa, saolnya udah laper. Tolong di perbaiki ya kak, pilih yang deket kalo soal makanan.",1
"Alhamdulillah udah 4 tahun pakai gojek kemana-mana,drivernya ramah,sopan santun,selalu berterima kasih kalau dikasih tip,ataupun gak dikasih tip,gak kayak driver sebelah,attitude nya kurang,semoga gojek makin maju kedepannya.amiin",5
PT.GI kian membesar menjadi decacorn ? Tetapi yg membesarkannya terlantar dijalanan . Aturannya terasa berat sebelah Bagaimana itu bisa terjadi? Pembiaran ??,1
"Gx ada promo mahal gx seperti sebelah, gojek kayak gx gerak seperti dulu lagi udah tau sepi kok gax ada ide yg kreatif lg,,, percuma gua punya akun gojek custumer cuman buang buang file aja,... Ayo dong gerak,, takut bangkrut???",1
Makin lama makin males buka apk gojek..Sudah tidak ada apa apa lagi..semua vocer/promo gak ada .. dan saya dengar driver jg mengeluh dg PT.GI... Hahaha udah mulai gak jelas,1
"Meskipun sy jarang menggunakan go ride, tp kalau utk tarif, lbh murah disini dibnding ojek online sblah, tp knp jarang sekali ada promo. Tlg di adakan lg promo agar tdk kalah oleh aplikasi sblah. Mdh""an kedepannya bisa lbh ditngkatkan kembali..Trims",4
"Tolong saya butuh org yg nama Fotman, dia driver gojek dari batam, saya minta tolong jumpa kan saya sama dia, dia udah gk sopan, dia mabuk dan maki maki costemer, tolong di respon ini atau saya pandang jelek pihak gojek ini, karna kmi tadi rame di sini, info lanjut kabarin saya",1
"alhamdulillah dgn berlangganan gojek, semua bisa ke handle meski ditinggal suami luar kota, bisa go send, bisa go food, dan kususnya go ride buat anak2 bisa sekolah tepat waktu dgn tetep aku bisa awasin, + ngurusin kerjaan rumah yg lain + ngurusin anak batita yg lagi aktif2nya.😍",5
Eror. Pay later tidak bisa di bayar. Tagihan nambah terus.....👊👊👊,1
"Kenapa setiap saya mau pesan gojek atau gocar selalu log out sendiri, tapi kalau pesen gofood bisa. Gimana cara benerinnya udah di update berkali kali setiap ada pemberitahuan update pasti selalu saya update tapi gojek sama gocar nya tetep ga bisa",1
"So far so good, tp terakhir kali pake go food, voucher diskonnya msh ada 6pcs tp gk bs digunakan, padahal masa berlakunya msh ada.. 🤔 kira2 ada yg tau gak gimana cara hubungi cs gojek nya? Karna q cari d web jg gak ada chat langsung sm cs nya..",4
"Kenapa saya tidak bisa registrasi akun gojeknya, padahal udah dari kemarin gua dafta tapi juga ga bisa gimana sih gojeknya. Kenapa ga bisa daftar gojeknya, tolong untuk perusahaan gojeknya tolong respon cepat agar costemer baru engga kecewa karena telah download ""GoJek"".",1
"Saya udah lama langganan go food tapi Ketika saya mau order go food tiba tiba lokasi saya tidak terdeteksi padahal sinyal, jaringan dan gps nya bagus karena tinggal di kota. Mohon untuki gojek untuk di perbaiki akun saya pribadi yang sudah berlangganan",1
Buat aplikasi ini. Kalau minta email harus dengan pasward emailnya. Masak email saya di gunakan orang lain..tolong di perbaharui biar email orang tidak disalah gunakan...trimakasih..,3
"saya tertarik beli voucher gofood yang banyak karena gaada tulisan minimal harga order, pas uda dibeli ternyata ada min order 25ribu, belum lagi kalo ujan nyari driver sulit, masalahnya entah knp beda akun beda cepet engga nya dapet driver, padahal posisinya sama. -_-",1
"gimana pulsa gak masuk masuk, sudah saya keluhin di bantuan yg ada di apl tapi gak ada respon, weehh serius lagi mau dipake pulsa di hpnyaaaaaa!!!!!!!!!!!!!!",1
"Semakin gak jelas,,,tiba2 aplilasi eror.dan gak tahu kapan selesainya.udah top up gopay.mlah ngendap uang saya di gopay.tidak bisa di pakai. Aplikasi semakin tidak jelas sejak CEOnya keluar.malah mendingan aplikasi sebelah.tolong donk..cepat diperbaiki.daripada semuanya pindah ke sebelah.",1
"Kurang promo lagi, coba keluarin vocher lagi. Jadi enak ngorder ny.. nggx kaya aplikasi pesaing, ada promo terus.. masak kalah sama pesaing. Ayo dong kasih diskonan lagi.",1
Di cermati...calo pengen banyak pelanggan jangan bikin aplikasi ribet...dikit ngk bisa order...saya pengguna gojek dari dulu...dan setelah awal2 taun kok malah jadi susah order...akun saya tau2 di blok...calo kaya gini...mending pindah ke grab aj,1
"Min niat cari driver gak ? Masa alamat yang ada di website ""Daftar Nama Koperasi Angkutan Sewa Khusus Area Jabodetabek"" kagak sesuai dengan di lokasi lalu bagaimana kita yang mau daftar untuk mengurus KEP gocar min ?",2
Dulu si bagus krn murah dan juga ga byk biaya. Skrg udh gnti manajemen udh mahal makin byk biaya msa iya pke paylater 25k utk smnggu. Parah banget mata duitan ny. Stu yg bt paylater tp ksh harga sgtu utk yg pke. Parah.. udh lg isi saldo kna seribu. Npa dk tmbh kaya .,2
"Sangat membantu, tp sayang sedikit kecewa pertama dpt payleter saldo nya 500rb, kenapa pas pembayaran pertama, kedua n skrg yg ketiga saldo sy malahan menurun, ktnya tidak akan menaikan ato menurunkan limit, pdhal sy pengguna setia gojeg",5
Makin kesini makin pelit.!!! Ga ada vocer gofood.! Padahal hampir setiap hari order gofood tp ga ada penawaram vocer sama sekali.. masih mending GRAB banyak penawaran vocer promo Grabfood nya.!!!,1
"Gojek ini gimna ya ko saya g bisa masuk,saya udh masukin no yang sudah terdaftar dan engga dapet²kode verifikasi nya,mohon tolong bantuan nya,padahal udh saya apdudt aplikasi nya jaringan nya juga bagus.tolong dibantu ya.!!",2
"Sdh byk komen"" sy baca... Terlepas dari mslh dan kekurangan yg ada... Alhamdulillah sampai saat ini bagi sy pribadi tdk ada masalah setiap melakukan pemesanan.",5
"Dulu sy bisa order dr Bima untuk jasa di Makassar. Sekarang kenapa gak bisa? Padahal dulu sangat membantu, tp pas lagi kepepet gini, malah gak. Plis, urgen.",3
Saya kemarin beli voucher game mobile legends 30.000 sampe sekarang belom kekirim masih dalam proses terus mohon bantuanya,2
Buta apa ya bikin paylater gagal mulu ini yg verifikasi matanya rabun apa gmn sih ktp sama foto selfie megang ktp dah sama kok gagal trs dibilang gak sama sama ktpnya nyusahin aja!,2
"Untuk PT.GI indinesia, kenapa setiap pesen go food/goride mendapatkan driver terlalu jauh, kan kasihan drivernya. padahal didepan resto banyak driver berjibun, tolong kedepannya perbaiki sistemnya ?",1
layanan yg tersedia seperti goride gofood dan gocarnya asyik.. saran banget buat yang mau berpergian kalau gak da kendaraan... tapi masih ada layanan pada gojek yg belum ada yg berfungsi... sayang banget kaaan haru menggunakan dua aplikasi walaupun sama..!!,4
Beli vocer gofood+goplay 49k. Dapet vocer gofood 10k Tp pas order diskonnya cuma 3k. Kepotong ongkir. Jdi ga da bedanya. Rugi amat beli vocer itu. Syarat ketentuan ga jelas. Ga ad tulisan minimal order 25k. Pas ud beli baru muncul minimal order 25k. ga jelas. Jgn kasi vocer kalo ga niat,3
#UNINSTALLGOJEK 2020 TAHUN TERAKHIR GOJEK !!! aplikasi sudah penuh bug gopay sering ilang nomor telpon nyebar kemana mana sungguh sistem yang sangat tidak aman !!!,1
"Saya top up gopay di gerai alfamart, dari toko nya sudah sukses tapi kenapa saldo nya gak masuk masuk. Sudah saya komplainkan lewat email tapi tidak ada respon sama sekali sampai sekarang. Saldo saya masih belum masuk",1
"Sengaja isi gopay,pas order biasanya langsung otomatis ke klik gopay,order g liat lagi pembayaran langsung klik order aja,ternyata tunai,dlu gak gini,hampir aja saya merugikan Abang ojeknya,klo gopay cukup otomatis dong langsung pakay gopay sperti dlu",3
Makin parah . nyiksa mitra drivernya .mengecewakan pelanggan juga ..,5
"Maaf saya mau tanyak, kenapa ada orang yang menipu mengatasnamakan dari Gojek dengan hadiah senilai 2juta, sampai dia bsa mengubah nma akun Gojek saya dan sampai rekening saya.. Tolong di perbaiki lagi, demi kenyaman.. Terima kasih..",3
"Sebagai konsumen saya rasa kok harga Tambah lama tambah mahal seperti jadi maaf saya Lebih memilih pindah ke aplikasi Online jauh lebih murah, semoga saja aplikasi onlone yg lain-lain yg baru-baru lebih cepet lagi masuk ke indonesia jadi pesaing yang masuk biar bisa memilih harga lebih murah lagi.",1
"Ngebantu banget aplikasi gojek. Saya yang baru tinggal dijakarta sehari, nggak bakal takut nyasar, karena gak tau jalan. Apalagi langsung ada tarif nya. Jadi gak bakal di bohongi sama ojek yang nakal. Poko nya rekomended banget deh gojek. Terkmakasih gojek.",5
Saya senang dengan ada nya aplikasi gojek ini.. karna bisa membantu.. dan semua yg kita butuh kan bisa melalui aplikasi gojek ini. Thanks you GOJEK .,5
"Integrasikan dengan fitur nfc, tambahkan verifikasi wajah untuk setiap akun driver setiap hari... Karena banyak akun gojek di manfaatkan pihak nakal seperti koperasi dengan menetapkan target pada setiap driver yang jelas sangat merugikan driver",2
Memudahkan segala kebutuhan hidup manusia.. semangat terus dan sukses terus PT Gojek Indonesia semoga seluruh jajaran dan mitra nya di berikan kesuksesan dan kemakmuran yg luar biasa berkah nya karna sudah dapat memenuhi kebutuhan manusia baik driver maupun pengguna,5
"Coba aja ada fitur ride now,mungkin cs saya tidak akan diambil driver grab terus karna nunggu saya jemput. Tau sendiri skarang kalo dapet order suka jauh mulu jemputnya ampe lewatin yg punya wilayah situ. Jelas ada BC gojek knapa yg dapet dari luar mulu. Kan gak enak jadinya wkwkwk",5
Kenapa ya sudah lama sekali saya tidak mendapat promo goride? Saya cuma pergi ke sekolah aja tarif nya 12k padahal jarak sekolah sama rumah saya dekat. Tolong di perbaiki ya!,2
Gojek teman setia dalam keadaan darurat dan mendesak. Seperti tiba2 ada tamu untuk jamuan makannya pesan gofood khas kuliner cirebon. Ada keperluan mendadak ke tempat2 yg tdk bisa dilalui mobil atau angkot pakai gojek.,5
"customer carenya ditanya kaga ngerti apa apa, tolong kembalikan saldo saya sebelum saya uninstall nih aplikasi",1
"Aplikasi yg bagus karya anak bangsa, jasa yg sangat membantu kita semua. Thanks for bpk. Nadiem Makarim CEO & founder gojek yg sangat briliant dan milenial atas gagasan luar biasa lahirlah aplikasi gojek ini. Tetap konsisten pakai gojek, dan jgn pakai grab/ uber. Karena gojek milik indonesia.",5
"Akun saya di bekukan dgn alasan saya terlalu sering membatalkan pesanan. Padahal driver gojek sendiri yg meminta di batalkan krn tdk mau antri lama di tempat penjual makanan, Check dl driver anda sebelum membekukan akun pelanggan.",1
"Promo yg kurang menarik. Dari info yg ditawarkan udah oke. Giliran mission tuntas eh malah cuma dapat voucher gofood 10K dan itupun minimum pembelian 25K. Tp promonya ""3x pakai gojek dapat voucher 330K"". Mana ?? Cuma voucher gofood doang",2
Saya sebagai penduduk muara Enim mewakili seluruh warga yang ada di muara Enim ingin menyampaikan untuk di mohon kan kepada pihak gojek agar membuat gofood juga di daerah kami karena kami sangat keresahan ketika menjelang malam apa lagi kami yang anak kos ini tolong min di percepat untuk gofood nya,5
"Skrang makin jelek,ketika chat driver,keteranganya lagi disambung ke server,payah,bikin malas order,klo msih bgini,mending pke apl tetangga,fast respone chat,,klo bikin aplikasi tu yg bener,banyakan bug,",2
"Saya sungguh kecewa dengan apk ini,,, saya lihat di gogame ada utk pngguna baru chasback 75% dan pengguna setia 50%,,, tapi cashback gue gk masuk smpai skarang,, gue tunggu 2 hari lagi kalo masih belum masuk apk ini bener2 mengecewakan",1
"Gara-gara partner paylater dari Findaya yg eror, tagihan udah dibayar tapi masih ngroll ini notif error... udah pake arahannya, juga masih nihil.. Gimana Gojek? Controlling terhadap partnermu kok jadi JELEK...?!?! Gw kasih rate 1. Kecewa.",1
"kok sekarang ongkir gofood jadi mahal ya? kmrn2 saya pesen cuma 6rb , sekarang kok jadi 15rb padahal resto nya sama aja dan jarak nya hanya 1km aja dan lagi saya nyalakan GPS lokasi saya nya tdk ter detect. Tolong perbaiki!!! saya pengguna setia gojek.",2
"suatu penipuan berkedok promo, promo makan @10rb sbnyak 20x dan nonton goplay. endingnya promo food sama sekali gk bisa dipake, saat dipakai restoran tidak ada/tersedia. gimana critanya udh beli eh gk bisa d gunain. cacat gak bakalan ada respon,",1
"Bosan tiap hari driver goride nya itu itu aja yg dapat, mau jam brapa aja pasti yg nerima itu itu aja Gimana caranya kita biar gk dapat driver yg sama setiap hari nya Padahal kita gk suka sama driver nya Kasih masukan dong",2
Saya kok ga bisa pesen goride sama gocar ya.. Saya udh ganti akun 2× tapi tetep ga bisa setiap kali mau tulis alamat pasti layarnya putih gitu abis itu kembali ke layar utama. Ini gimana ya ada solusinya ga??,1
"Kok blakangan ini sering error dan bnyak yg ngeluh kesel buat ngorder, cepet perbaiki takutnya lama2 pda pindah ke yg lain. Buat para ITE GoJek lebih jeli lg takutnya ada pihak lain yg ingin merugikan hehehe... (HACK)",5
"Saya tgl 17/01/2020 top up via mbanking BCA 50,000 sampai saat ini saldo gopay tidak bertambah, sedangkan saldo rekening sudah terdebit dan data transaksi sudah benar. Saya sudah email tetapi belum ada reaponse!!",2
Sebenrnya saya suka layanan gojek hanya saja bisa diperluas lagi jangkauan gojek. Saya berada di kendal yg mana hanya berjarak 10 menit dr semarang namun gojek sudah tidak bisa diakses. Jadi saya sarankan jangkauan gojek diperluas agar bisa dinikmati lebih banyak orang lagi. Thank you,3
"1 bintang aja karena saya hanya bisa ngunain waktu di bukit tinggi,padang panjang,padang kok gojek ngak dibuat juga di kota solok.Admin gojek bikinlah gojek ada juga di kota solok,sumbar",1
"Ko akun saya udah seminggu lebih ngga bisa di pake apa"" Yah? Selalu setiap mau masuk aku pasti ada peringatan ""PERMINTAAN DI TOLAK "". tolong dong perbaiki, bagaimana caranya agar akun saya bisa berfungsi lagii, Terima kasih.",3
"tidak bisa masuk ke semua menu, misal pas masuk ke menu goride, udh di pilih menu goride tiba-tiba keluar sendiri dan dicoba berkali kali tetap saja begitu, sudah coba reinstal aplikasi nya tapi tetap saja tidak bisa",1
Kenapa yah driver gojeknya tidak bisa di hubungi.. Saya chat ngga di bales.. Di telpon ngga bisa.. Posisi gojeknya ngga gerak2 .. Saya pakai gojek agar lebih mudah dan cepat . Ini malah bikin saya lebih lambat..,2
Mohon di beritahu..ini order manual kok tidak ada ya. Dan menu yg saya cari tidak ada.bagaimana cara pesannya klu kendala seperti itu.mhon penjelasan. Terima kasih,2
