,0
5052,"Karena sebenarnya itu bukan perkataan tuhan,,"
5053,Agama mengkotak kotakan manusia & sumber konfik membuat perdamaian dunia jadi MUSTAHIL.
5054,"""Bukan menjadi pedoman sepanjang masa"".  Kesimpulan yang brilliant."
5055,Karena sebenarnya seperti buku harian di masa itu jadi sudah gak relevan lagi dimasa modern
5056,😂😂😂
5057,"Kesimpulan yg bodoh, karena kebodohan dalam menggali makna kitab suci..."
5058,Silahkan simak search dialog2 pemikiran keislaman podcast Prof mun'im sirry
5059,Sdh lama kadaluarsa
5060,"Anda ajak Islam makan babi, iya perang lah"
5061,"lepaskan agamamu, setiap manusia sdh memiliki pasword benar dan salah tinggal  memilih jalan mana yg akan di kerjakan. kendalikan keinginan ego berani menerima apa yg menjadi perjalanan hidup ini. segala sesuatu butuh kerja keras, perencanaan, pengendalian"
5062,"Ade Armando...Baiknya tidak Bahas Soal Religi, sebab Belum Tentu Publik ini Bisa memahaminya."
5063,"Ada yang kurang tentang penjelasan mbak amelia bahwa wahyu yang di turunkan dalam al qur'an bersifat kondisional,dalam memahami qur,an konteks sangat penting.Dan al qur'an akan tetap relefan sepanjang zaman."
5064,Kondisional.. Seperti main main saja.. 😌
5065,"@williemhendra8672  wahyu turun untuk menjawab suatu kejadian di zaman itu,dan itu berlaku sepanjang zaman,umat islam bisa mengambil pelajaran dari itu,nggak di turunin plek 1buku.main main nya di sebelah mananya ya?"
5066,"Jelas banget , perang itu sudah di statement di Al Quran , kl ga suka , buang ja ke laut tu buku , Damai ndasmu peyang"
5067,Yang sabar.. 🤭 entar marah mereka.. Makanya kita di ajarkan Ber hikmat yang Benar.. 😉
5068,"Islam tidak disebarkan dengan perang, namun perang ""terpaksa"" dilakukan ""hanya"" untuk semata2 dengan tujuan menegakkan sekaligus mempertahankan  HAM umat Islam dari kaum kafir yang ingin memberangus Agama Islam dan Umat Islam. LOVE FOR ALL HATRED FOR NONE (Cinta untuk semua, Kebencian tidak untuk siapapun)."
5069,"Trus jizyah apa?.. Praktek islam dalam upeti memakmurkan islam?..  Ada loo dari antara 27 perang islam yang Islam langsung serang tanpa sebab dari suku/kepercayaan yang sudah ada.. (Saya tidak sebutkan ya perang apa, kamu cari sendiri).. Makanya sampai sekarang di sebut Tanah Haram (tanah kota Madinah dan Mekkah), dimana rakyat selain kepercayaan islam dilarang masuk/menginjak tanah tersebut.. Bukankah itu bisa di sebut Penjajahan?.. 😌"
5070,Bagi saya Islam adalah agama yg kontradiktif agama cinta damai tapi justru sejak detik pertama nabinya meninggal justru para pengikutnya saling membunuh antara istri nabi menantu bahkan cucu nabipun di penggal...katanya menghormati wanita tapi justru begitu buruk wanita diperlakukan dan hanya sebagai objek. Katanya kebersihan adalah sebagian dari iman tapi justru dlm kehidupan nyata justru paling menyedihkan. katanya agamamu adalah agamamu... tapi ketika orang beribadah malah dipersekusi😂
5071,Pesta seks dan miras seprti sungai i menggiurkan.
5072,"Hadeh para anak mutah gak sadar jg, kalo alloh swt punya tuhan lain. 
👉QS ALMARIJ 40 alloh swt brsumpah kpd tuhan di timur & di barat, sungguh ""KAMI"" maha kuasa.
👉Trus bgmn dgn tuhan di utara & di selatan?
👉woi anak mutah, brp sih tuhan kalian 1,2,3,4, atau 5??
👉kalo 1 tuhan kalian, kenapa alloh bilang KAMI (jamak) ?
👉knp gk bilang AKU (tunggal/tauhid)?
👉knp tdk ada satupun kata tauhid dlm quran??
👉silahkan renungi & jawab sendiri??
😂😂😂"
5073,Betul-betul 😅😂
5074,ALM BUYA SYAKUR BLG JGN TAKUT MURTAD ... udh jls ajaran nya suka bunuh orang 😁
5075,Pertanyaan berat... Berarti yg di tanya  ga punya ilmu.... Bertanya kpd salah orang menyebabkan salah informasi
5076,"Anda saja yang tidak bisa baca dan mengerti bahasa arab,,
Beda dengan kumaila,,"
5077,"Itu di masa perang jaman dulu , terbukti ada perang salip dan perang2 lainnya , sekarang pun era moderen perang masih ada , walaupun bukan berlatar belakang Agama , bukankah ada perarang dunia petama , ke dua dll...."
5078,"Setau saya, Nabi muhammad tidak pernah ngajak perang ke suku lain, beda ceritanya kalau diperangi ya pasti melawan dong masa diam saja.

CMIIW."
5079,Semoga ade armando bisa masuk dpr pemilu depan
5080,"Salah di menit ke 8....kok gak agresif? Justru yahudi sangat agresif utk menyalibkan Yesus, tapi Yesus tdk mengajarkan pake pedang utk membalas, narasumber pengetahuannya rendah sekali."
5081,Mending TIDAK BER AGAMA DARI PADA BERAGAMA TAPI MALAH MENJADI JAHAT...YG DI AJARKAN KEBENCIAN..DAN PERMUSUHAN....
5082,Al Qur'an untuk jaman sekarang  hrs direvisi
5083,Quran gak mungkin bisa direvisi. Gak akan pernah bisa. Jika direvisi maka tidak akan ada lagi agama islam.
5084,Katanya titik koma ga boleh dirubah. Gimana dong 😂
5085,Jangan ah....kayak bible aja.....
5086,"Quran firma Allah mana boleh direvisi , bible tu bolehlah sbb karangan manusia"
5087,"​@@berbahbantul6861😂 coba kau udah baca kitab Koran di Arab sama Indo?😂. Beda jauh. Banyak versi malah. Di Afrika soal Kulit hitam itu Jahat/Iblis ngak ada, di Arab ada😂. Bela sampai mampus agama TAQIYA mu itu😂"
5088,"*Setuju banget pendapat khumaila, sebab jaman dahulu itu memang masih jamannya, yang sebenarnya bukan masalah agama melainkan masalah suku.*

*Untuk itu apa yang disampaikan Ade armando yang seharusnya dalam mengungkapkan suatu masalah apapun khususnya yang ada keterkaitan dengan agama hendaknya diawali dengan 2 hal yakni etimologi dan etnologi. Baru akan bisa menangkap maksud apapun termasuk definisinya.*

*Tentang kenapa berbeda antara yang disampaikan yesus dan muhammad, sebab berbeda jaman diantara keduanya. Menurut saya jaman yesus merupakan ajaran rasa, sedang jaman muhammad adalah ajaran akal. Kenapa? Karena yesus ada di kawasan yang 4 musim khususnya ada salju. Sedang di Arab Saudi Arabia merupakan padang pasir yang panas shg mudah amarah.*"
5089,"Sama yahudi ngajak perang, sama kristen ngajak perang Sama Hindu, Buda ngajak perang 😂😂😂😂"
5090,"Itu lah jadi ada
Tawuran antar pelajar 
Tawuran anyar warga 
Hancur 2in  discotik  / bar / karaoke
Orangnya di pukulin, barangnya dirampokin"
5091,"Ade Armando ilmuwan dan agamanya islam, biar gak merasa islam itu agama yg perang banyak baca sejarah islam dong agar kesannya tdk menyalahkan."
5092,"Hadeh para anak mutah gak sadar jg, kalo alloh swt punya tuhan lain. 
👉QS ALMARIJ 40 alloh swt brsumpah kpd tuhan di timur & di barat, sungguh ""KAMI"" maha kuasa.
👉Trus bgmn dgn tuhan di utara & di selatan?
👉woi anak mutah, brp sih tuhan kalian 1,2,3,4, atau 5??
👉kalo 1 tuhan kalian, kenapa alloh bilang KAMI (jamak) ?
👉knp gk bilang AKU (tunggal/tauhid)?
👉knp tdk ada satupun kata tauhid dlm quran??
👉silahkan renungi & jawab sendiri??
😂😂😂"
5093,"Islam, Qur'an, Muhammad n Awlloh SWT semuanya ahistoris tanpa data, fakta, realita n logika shg setinggi apapun titelnya ga bs menjelaskan kecuali asumsi. Mbak ini contohnya, tergagap-gagap. Sepanjang muslim masih ditakut-takuti ga blh baca Alkitab Islam akan tetap tertinggal. Kami Kristen membaca Qur'an shg kami tau isi Qur'an lebih dr muslim"
5094,Islam itu agama destruktif agamaperusak agama politik
5095,"Benarlah pepatah Matius 26:52 "", sebab barangsiapa menggunakan pedang, akan binasa oleh pedang.""    Faktanya negara2 yg membaggakan ""pedang"" hampir semuanya menujuh menjadi negara2 gagal (Timur Tengah) .   🤔"
5096,KUMAILA sangat menuesatkan jalan pikirannya. cocok pas bergandengam dengan Ade Armando. Dua - duanya orang sehat.
5097,"Perang dalam sejarah Islam, termasuk yang terjadi pada masa Nabi Muhammad SAW, sering kali disebabkan oleh berbagai faktor politik, sosial, ekonomi, dan agama. Namun, penting untuk dipahami bahwa Islam sebagai agama tidak mengajarkan kekerasan, melainkan menjunjung tinggi perdamaian dan keadilan. Perang-perang yang terjadi dalam sejarah Islam lebih merupakan reaksi terhadap situasi dan tantangan yang dihadapi umat Islam pada masa itu. Berikut penjelasan secara umum:

1. Perang pada Masa Nabi Muhammad SAW

Nabi Muhammad SAW tidak berperang untuk memperluas wilayah atau melakukan penindasan, tetapi untuk mempertahankan umat Islam dan menyebarkan keadilan. Ada sekitar 78 perang yang tercatat dalam sejarah Islam pada masa Nabi, yang terbagi menjadi:

Ghazwah (Perang yang Dipimpin Nabi): Nabi langsung memimpin, seperti Perang Badar, Uhud, dan Khandaq.

Sariyyah (Ekspedisi yang Dikirim Nabi): Perang atau ekspedisi yang Nabi utus tetapi tidak beliau pimpin langsung.


Alasan utama terjadinya perang ini adalah:

Pertahanan Diri: Umat Islam sering kali menjadi sasaran serangan kaum Quraisy dan sekutu mereka.

Penindasan Agama: Umat Islam awal di Makkah mengalami tekanan dan penganiayaan oleh kaum musyrik.

Perjanjian yang Dilanggar: Banyak perang terjadi akibat pelanggaran perjanjian damai oleh pihak lain, seperti Perang Khandaq dan Fathu Makkah.

Misi Perdamaian dan Keadilan: Nabi berperang untuk melindungi hak-hak orang yang tertindas dan memastikan keadilan, seperti pada kasus Bani Quraizhah.


2. Islam dan Konteks Sejarah Perang

Perang adalah fenomena umum di Jazirah Arab sebelum Islam. Suku-suku Arab sering berperang untuk memperebutkan kekuasaan, wilayah, atau sumber daya. Kehadiran Islam mengubah pola perang tersebut dengan memberikan aturan yang lebih manusiawi, seperti:

Melarang Membunuh Orang Tak Berdosa: Anak-anak, wanita, dan orang tua harus dilindungi.

Melarang Merusak Alam: Pohon, tanaman, dan hewan tidak boleh dihancurkan.

Menawarkan Perdamaian Sebelum Perang: Islam menekankan negosiasi damai sebelum konflik.


3. Penyebab Salah Kaprah

Kesalahpahaman tentang ""Islam sering berperang"" sering muncul karena kurang memahami konteks sejarah. Beberapa poin penting:

Pertahanan, Bukan Agresi: Perang dalam Islam bertujuan mempertahankan diri atau melindungi hak-hak manusia, bukan ekspansi kekuasaan.

Penyalahgunaan Sejarah: Dalam berbagai era, beberapa pemimpin atau kelompok mungkin menggunakan nama Islam untuk tujuan politik atau ekspansi, tetapi itu bukan ajaran Islam yang sebenarnya.

Distorsi Media Modern: Pandangan bahwa Islam identik dengan kekerasan sering kali disebabkan oleh stereotip dan laporan yang bias.


Kesimpulan

Islam adalah agama damai yang mengizinkan perang hanya dalam kondisi tertentu, yaitu untuk mempertahankan diri, melawan penindasan, atau menegakkan keadilan. Pada masa Nabi Muhammad, perang adalah respons terhadap situasi darurat dan ancaman nyata terhadap keberlangsungan umat Islam. Tujuannya selalu untuk mencapai perdamaian yang hakiki, bukan untuk menimbulkan permusuhan atau konflik yang berkepanjangan."
5098,"Lalu bagaimana dengan kisahnya para sahabat? 
Mereka meninggalnya karena apa ?"
5099,B̤a̤g̤a̤i̤m̤a̤n̤a̤ d̤g̤ s̤a̤h̤a̤b̤a̤t̤2 n̤a̤b̤i̤ y̤g̤ d̤i̤ b̤ṳn̤ṳh̤ o̤l̤e̤h̤ s̤e̤s̤a̤m̤a̤ n̤y̤a̤ k̤r̤n̤ p̤e̤r̤e̤b̤ṳt̤a̤n̤ k̤e̤ k̤ṳa̤s̤a̤a̤n̤?̤?̤?̤?̤!̤!̤!̤
5100,Ini baru jawaban yang benar.
5101,NGarang! = TaKiya = Du5ta = D0ng3ng = TiVuDaia ! 🤥 😜
5102,"Nabi mu 78x perang, usianya dia masuk islam umur 40 wafat umur 63. Dalam waktu 23 th berperang 78x. Bukan main haus darahnya"
5103,Narasumberx kyk tdk kompeten mnjawab ...
5104,Jika kompeten nanti di geruduk kaduruneee...
5105,Faktanya di Indonesia banyak yang membenci Israel. Membenci tanpa mengenal mereka adalah konyol. Kenapa ajaran kebencian merasuki mereka?
5106,"Benci Israel karena liat aja kelakuan mereka: nyuri, bunuh, ngeyel, dsb.

Banyak juga yang mendukung Israel dari kalangan yang ngaku ""agama kasih"". Kenapa mereka mendukung pembunuh yang ga pandangan bulu? Mana ""kasih"" yg mereka gembor-gemborkan? Mana nih implementasi dari klaim ""bukan agama perang""?

Agama sebagai pedoman hidup tuh realistis lah ... jgn romantisasi doang hehehe 🙏"
5107,"Nyimak,,,,,,"
5108,Jadi di akui ya Islam baru muncul di abad 7 ya. Jadi fix pasti nyontek.
5109,Kumaila pendapatnya dan berlogika masih condong.
5110,"Kok agama perang? Kacau nih org memahami agama islam., ada perang salip, apakah kristen agama perang? Banyak juga loh yg mati di sejarah perang salip itu."
5111,Pov : belajar agama dari media barat
5112,masih terasa ditutupi diperhalus..tdk berani jelas.
5113,"Pendekatannya udh bagus, spy yg masih merasa islam bs intropeksi."
5114,Klo vulgar mah saya jamin dia ngak bakalan selamat
5115,"Selama 13 tahun awal penyebaran lsIam di Mekkah tidak ada peper4ng. Sehingga wajar kalau pengikut Muhammad masih bisa dihitung dengan jari.

Setelah gagal menyebarkan agama lsIam di Mekkah, Muhammad mengungsi ke M4dinah. Hanya dalam tempo delapan tahun pengikut Muhammad mencapai puluhan ribu orang. Setelah Muhammad menyebarkan agama lsIam dengan per4ng dan pertump4han d4rah serta h4rta r4mpasan. 

Ustadz Khalid Basalamah sebut, kalau lsIam tidak disebarkan dengan ped4ng dan pertump4han d4rah, maka penduduk Mekk4h masih k4fir."
5116,Perang untuk menjarah suku-suku tujuan pokoknya membunuh laki-laki nya dan mengambil perempuan sebagai budak sex 😂😂
5117,Perang melawan kezholiman zahiliyah
5118,"Di nikmatin aja,"
5119,"Dlm iman Kristiani,  bhw firman Tuhan dlm Alkitab tdk dibatasi ruang dan waktu. Seperti firman Tuhan dlm Injil Yohanes, tetap berlaku sampai saat ini dan sampai selama²nya."
5120,Ambigu
5121,"MashaIIah, kenapa yang beginian dibuka ke umum? Ini justru mempermalukan agama AIIah SWT"
5122,"Kok malu ?
🤣🤣🤣"
5123,"Itu lah agamamu, jgn salahkan zaman internet, salahkan siapa yg menulis quranmu. Makanya dulu quran di larang di artikan, begitu di artikan isinya tau sendiri lah..."
5124,"@@Topppuusss109 
Benar,,
Kenyataan sejarahnya agama ini menyebar ke daerah India (yang jauh pun) dengan pedang dan darah,,

India pun mengalami kekejian dalam peperangan ini , maka hingga saat ini permusuhan antara agama ini dengan Hinduisme India belum berakhir,,,
Akar-akar kebencian akibat kekejaman perang masih membekas di ingatan mereka,,,"
5125,"Kalo disebutkan ayat2 perintah membunuh & memerangi org kafir ulama2 baru mau bahas konteksnya. Tapi utk aturan2 lain (contoh: perintah jilbab) malah tekstual bgt, gamau liat konteks."
5126,"Sejarah Kang Mamad berperang sampai 94 kali, membunuh banyak musuhnya dan memperistri puluhan perempuan tawanan perang."
5127,"Gw bukan islam tapi punya pemikiran perang terjadi bukan karena agama. Alasanya sederhana kita orang beragama pasti namanya agama di ajarkan kebaikan jadi perang itu bukan ajaran agama tapi di manfaatkan oknum untuk tujuannya (memperkaya diri, perang/kekuasaan)
Yg paling benar alasan utama seseorang/kelompok utk berperang adalah punya kuasa/senjata/kekuatan atau masa, dari situ lah timbul untuk mengusai daerah lain dg menggunakan alasan agama cth perintah gereja (perang salib) atau menegakkan syariah islam, dll"
5128,Dari buahnya kamu tahu ajarannya😊
5129,bnar ..kayak hitler ya😂😂
5130,"Iran aja gunakan hamas, hitzbulah, houti disebar ke negara, Palestina, Libanon, dan yaman. Buat perang..."
5131,"UAS bilang penyebaran islam tdk dgn perang, Basalamah bilang dgn perang, inilah bukti ajaran yg membingungkan umat islam."
5132,"Malu untuk mengatakan kejujuran,,,
Karena secara teks dan fakta sejarah, memang disebarkan lewat pedang dan darah,,"
5133,"dari buahnya lah kamu akan mengenal mereka ,dari ajaran aja sudah terlihat jelas , yesus mengajarkan kasih , semua yang di ajarkan yesus tidak bertentangan dengan hukum , kalo di islam contoh aja seperti menikah anak di bawah umur dll , yesus tidak berbuat dosa , muhammad pendosa? itulah kenapa umat kristen atau katolik hanya pecaya yesus bukan yang lain"
5134,"Tolong polisi proses narsumnya, membuat kegaduhan"
5135,Preeeet
5136,"Yesus hidup di jaman penjajahan Romawi,  kalau sg alasan yang sama spt nabi SAW sgt beralasan utk memilih jalan perang, tp bukan itu pilihan Yesus"
5137,"agama yg slalu membuat rusuh, sesuai ajarannya gitu"
5138,Jangankan zaman nabi dalam zaman sebelum indonesia merdeka juga kental dengan kesukuan itulah sebabnya raja-raja sebelum Indonesia merdeka dapat diadu dimba.
5139,musa gak perang
5140,Akhirnya pada bingung..kan..???😂😂
5141,Belajar agama hanya sepotek juga kaga jadi begini hasil nya😀😂😇 hidayah milik ALLAH
5142,AGAMA AWAL MASARAKAT INDONESIA ADALAH HINDU.
5143,Benar sekali islam sedunia dari sejak zaman zahiliah sampai saat ini kerjaannya perang terus apa perlu kita pindah agama biar kita damai 🎉🎉🎉
5144,Maling teriak  maling justru yg hobi perang kaum kafir dgn penjajahan
5145,AKU JADI CENDERUNG KE AGNOSTIK.
5146,"Jika anda mengatakan Islam agama perang, maka anda amat sangat keliru dan primitif.  Ayat2 alQur'an ttg perang itu turun memang ketika masa perang. Ingat, nabi Saww perang karena beliau diperangi. Bukan memerangi kekafiran, tapi kezoliman, penindasan, itulah yg diperangi. Komen2 netizen bodoh dungu banyak yg menganggap Islam menganjurkan perang, mengawini perempuan di bawah umur.  Ini pemahaman super bodoh dan ultra primitif.  Soal menikahi wanita di bawah umur, itu Islam melihat dari segi hukum. Hukumnya boleh, artinya nikahnya sah, namun apakah mungkin perempuan di bawah umur itu digauli?, tentu tidak.  Hukum harus dilihat dalam substansinya., karena nikah dlm Islam sesuatu yg sakral.  Makanya pelajari dulu hukum sebelum ngoceh. Adapun soal perang..  mari kita lihat bagaimana dan siapa yg jahat dlm konteks global.  Fakta menunjukkan hingga hari ini bagaimana Amerika dan sekutu2nya dan Zionist Israel memporak porandakan dunia, apalagi di Timur Tengah. Siapa yg menjatuhkan bom atom di Hiroshima n Nagasaki Jepang THN 1945, siapa yg dalang pengacau di Suriah, Iraq, Yaman, Tunisia, Libya, Mesir dll., siapa yg mendanai terrorist di Suriah dan Iraq?... Siapa yg membunuh jutaan manusia di perang Vietnam n Kamboja?, semua itu dilakukan bukan oleh muslim. Tapi apakah kita bisa menyalahkan agama kristen?... Demikian pula jika ada orang Islam yg melakukan kejahatan, apakah yg salah konsep agamanya?... Coba pikir pakai otak, jangan pakai dengkul dan pantat.  Ade Armando ini cenderung memojokkan Islam, tanpa memahami secara komprehensif ttg Islam.  Yaa itulah akibatnya jika mengambil referensi dari sumber2 orientalist yg memang penuh hasud dan kebencian terhadap Islam tanpa perenungan yg mendalam."
5147,"​@@bagishasanJustru klu memahami Islam secara komprehensif, makin kelihatan bhw ajaran Islam terutama dalam Qur'an gak relevan n daluwarsa. Apalagi sumber2 hkm Islam itu ada jg hadist. Nah, hadist aja bnyk yg gak sahih. Yg sahih aja bnyk yg gak related n relevan dg masa sekarang."
5148,"Ajaran kasih Yesus 

Matius 10:34Jangan kamu menyangka, bahwa Aku datang untuk membawa damai di atas bumi; Aku datang bukan untuk membawa damai 1 , melainkan pedang.

Lukas 19:27 Akan tetapi semua seteruku ini, yang tidak suka aku menjadi rajanya, bawalah mereka ke mari dan bunuhlah mereka di depan mataku.""

1 Samuel 15:3
Jadi pergilah sekarang, kalahkanlah orang Amalek, tumpaslah segala j  yang ada padanya, dan janganlah ada belas kasihan kepadanya. Bunuhlah semuanya, laki-laki maupun perempuan, kanak-kanak maupun anak-anak yang menyusu 1 , lembu maupun domba, unta maupun keledai."""
5149,"Banyak ust di Indonesia ini, asal bunyi dlm kajian nya, tdk mengacuh kpd AlQuran. Ke ustadz tan di manfaat utk cari makan, memperkaya diri."
5150,"Islam itu Agama yang menyebarkan Cinta, Kasih Sayang dan Perdamaian. LOVE FOR ALL HATRED FOR NONE (CINTA UNTUK SEMUA KEBENCIAN TIDAK UNTUK SIAPAPUN)"
5151,"MENYEBARKAN CINTA apa PERMUSUHAN....????
KALAU ISLAM MENEBAR CINTA, KENAPA BANYAK TERORIS DARI ISLAM...???
BANYAK PENYERANGAN / PERSEKUSI bahkan BOM GEREJA SELAMA INI....???
ISLAM PENUH KEBENCIAN, dan ALQURAN TIDAK PERNAH MENGAJARKAN KASIH SAYANG... JADI JANGAN BERBOHONG, atau ANDA BELUM BELAJAR ISLAM ..???"
5152,Preeeet
5153,"Contoh nya Boko haram, Taliban,JAD, ISIS,hammas, hisbullah,Houthi dll itu ya😅"
5154,Arti dari Islam itu damai
5155,"kumala ini,,,sebenarnya sangat menyadari betapa ajaran alloh mereka itu,,tdk relevan di jaman modern,di jaman digital,,alias basi,alias palsu,,,sebab kebohongan /kebusukan pasti tercium jua keberadaanya/kebenaranya,,,sangat berbeda dgn ALKITAB ,tetap eksis di segala jaman,,,sebab memang FIRMAN TUHAN ITU KEKAL,,bagaimana dgn alkuran? silahkan berdiskusi dgn ahlinya yaitu CHRISTIAN PRINCE,semoga akal anda di normalkan,salam waras.TYM"
5156,"Sebenarnya mudah membandingkan dua agama secara logika.
Taruh kedua Pencetus Agama di satu posisi yang sama.
Contoh:
Kedua pencetus agama diancam diperhadapkan konflik dan diperhadapkan masyarakat negatif, dalam situasi sama, hanya zamannya yang berbeda.
Tetapi di zaman apapun selalu ada oknum jahat dan ancaman dan konflik.

Pencetus Agama A menjalankan ibadahnya dengan cara perang.
Sementara Pencetus Agama B menjalankan ibadah dengan cara damai dan kasih.

Dari hal sederhana itu saja Bang Ade bisa menarik sekaligus menutup kesimpulan, di pihak mana logika narasumber dan di pihak mana logika host.

Semoga dimengerti.
Terima kasih"
5157,"Betul. Patokan/ ukuran / tolok ukur yg bnr shrsnya mmg pd  cth perbuatan dari Sang inti agama msg2 itu bgmna. 
-  jk cth perbuatan dri sang inti agama tsb bnr2 baik, sesuai jata dgn perbuatan, kata2 baik kenyataan perbuatan jg bnr2 baik => mk jk ada pengikutnya kok perbuatan nya buruk, mk pengikutnya itu sndiri yg berdosa/ sesat. Krn org tsb tdk ikuti cth perbuatan baik dari sang inti agama yg dianutnya.

-  tp jk kenyataan perbuatan sang inti agama tsb sngt buruk, jahat, suka umbar nafsu duniawi , dsb dsb => mk jk ada pengikutnya kok perbuatan nya buruk, mk justru org itu sdh bnr2 ikuti cth perbuatan sang inti agama nya. Sebaliknya : jk ada pengikutnya kok kelakuan nya baik, mk justru org yg baik itu bkn bnr2 pengikut sejati. Krn org yg baik itu tdk sesuai dgn cth perbuatan dri sang inti agama yg dianutnya tsb."
5158,"Jd patokan yg bnr adalah pd cth kenyataan perbuatn dri sang inti agama msg2. Bkn pd ajaran.

 Krn ajaran/ mulut bs bcra  berbunga2 sngt indah, muluk setinggi langit , sngt manis, dsb. Tp jk kenyataan perbuatan ybs tdk sesuai/ sebalik nya/ tdk bs jalankan sndiri smua kata2 ajaran manisnya:  mk ybs sbnrnya cm seorg munafik/ jarkoni. Tdk lyk diikuti"
5159,"Sdh dijawab hostnya Dia tdk tahu situasi budaya penyebaran injil, beda di arab yg bersuku2"
5160,"​@@noeredan1026 ada juga pemimpin yahudi yg berusaha memberontak melawan Romawi. Tp ajaran Yesus kan, berikan pada kaisar apa yg menjadi hak kaisar dan berikan pada Tuhan apa yg menjadi hak Tuhan. Damai."
5161,"​@@majeromajero7330
Orang-orang Yahudi menantikan Mashiakh atau Raja sebagai pemimpin perang. 
Sedangkan Anak Manusia di dalam Alkitab menjadi Moshiach atau Juruselamat bagi orang-orang Yahudi. 
Namun karena mayoritas orang-orang Yahudi menolak Anak Manusia, maka keselamatan dibuat-Nya menjadi universal. 
Jika yang tadinya keselamatan hanya ada pada orang-orang Yahudi, sekarang keselamatan ada pada setiap orang yang percaya kepada NAMA Anak Manusia. 
NAMA Anak Manusia di Alkitab tertulis dalam Injil Yohanes 5:43, Yohanes 17:11-12, Yohanes 8:24.

Jika pembaca cermat teliti merenungkan Firman Perkataan Anak Manusia yang tertulis di Kitab Suci, maka mereka akan mengetahui Kebenaran tentang NAMA-NYA, dan Kebenaran tentang NAMA-NYA akan memerdekakan mereka dari belenggu maut. 
Mereka akan menerima keselamatan di dalam Darah Anak Manusia. 
Karena Yohanes 1:1 tertulis;
Pada mulanya adalah FIRMAN. FIRMAN itu bersama-sama dengan ELOAH (YHVH). Dan FIRMAN itulah ELOAH YHVH sendiri. 

Yohanes 10:30 tertulis, FIRMAN dan ELOAH YHVH adalah SATU yang sama. 

Yohanes 14:9
BARANGSIAPA TELAH MELIHAT ANAK MANUSIA, IA TELAH MELIHAT ELOAH YHVH. 

Yohanes 8:24.
Sebab jika kamu tidak percaya bahwa Anak Manusia itulah Eloah YHVH sendiri, maka kamu pasti tetap mati di dalam dosa-mu! 

Semoga dipahami dengan bijak. Tuhan-ku YHVH yang tertulis di Yohanes 5:43 memberkati."
5162,Ngomong kaya setiap orang bisa. Mana rujukan dan kontext. Tapi jgn asal omong.
5163,Lambangnya aja pedang
5164,"Pasti orang Islam susah menuduh bung Ade murtad karena membandingkan kristen cara positif dgn Islam hobi perang...., ngak takut nih digebukin lagi Ama bangsa kadurune....???"
5165,Alkitab Kristen dan Yahudi tidak mengajarkan membunuh orang yg beda keyakinan mbak.. trus kami membaca Alkitab dalam perang Israel Hamas karena memang ada nubuat2 yg tergenapi dalam perkembangan dunia ini kami selalu baca Alkitab buku kami itu pedoman kami hidup..tp kami tidak jadi teroris ketika kami menjadikan Alkitab kami pedoman hidup...
5166,"Celakalah orang yg mengatakan sesuatu menurut hawa nafsunya .... Al Quran sebagai kitab suci umat Islam yg bermakna selamat atau jalan keselamatan yg diturunkan kepada Nabi NYA SAW yg memiliki kedudukan sebagai rahmat bagi semesta 'alam , dimana di dalam Al Quran , ALLAH SWT memulainya dgn menyebut nama Ar Rahmaan Ar Rahiim. Sungguh sangat jauh dari mengesankan sebagai agama pedang / perang. Ayat ayat peperangan sesungguhnya turun dalam konteks "" mempertahankan diri yaitu apabila diperangi "" , agama mengajarkan untuk mengutamakan perdamaian diatas peperangan."
5167,"Artinya kata pak Saifudin Ibrahim benar, alquran perlu di revisi krn sdh tidak sesuai dgn jaman"
5168,"Dalam pandangan saya sebagai Muslim, Nabi tidak ingin 'kegagalan' Nabi sebelumnya terulang, maka dari itu Nabi berpolitik dengan mengikuti jalan perang dimana pada saat itu perang adalah norma."
5169,😂😂😂😂😂 normal
5170,Berbagai cara orang kafir dan munafik jungkir balik menolak kebenaran yang ada di islam ajaran yang lurus.
5171,Akh mosok
5172,"Sy gak percaya Tuhan memerintahkan perang.
Allah yg baik, Allah yg penuh cinta kasih."
5173,Agama abal2 mengajarkan kejahatan.😂
5174,"Hrs pintar memilih allah yg bnr2 Allah dan Allah yg bnr. Jgn pilih allah yg cm allah palsu, fiktif dan tdk benar."
5175,"​@@dreamlight8087Allah yg benar,  tidak pernah berubah jadi sesuatu.."
5176,"​@@ONE-xt3yb

ALLAH PALSU ☪️👹 YANG MENGUTUS NABI PALSU YANG MEMBAWA AJARAN YANG BERAKAR DARI PAGAN ARAB QURAYS..!!"
5177,​@@ONE-xt3ybAllah Maha Kuasa bebas mau jadi apa aja. Namanya juga Maha Kuasa.
5178,Mula2 merampok sukunya sendiri terus merampok yg lain dari itu pendeta bhuhaira tidak mau mengajarkan nabi AL kitab lagi yg jelas namanya qutham abdul AL lat
5179,"Sayang nya ayat susu an di makan kambing rek,😊"
5180,"Qur'an kok isinya kontradiktif? Disatu sisi disebut agama damai, dilain sisi kok diperintahkan membunuh?"
5181,wow.... kewanen...
5182,"Seseorang semakin beriman pada Tuhan, seharusnya perilakunya semakin mendekati Tuhannya.
Bukan sebaliknya, ketika mengalami penghinaan, penistaan, tekanan malah perilakunya berubah menjadi setan."
5183,menurut ku agama mengajar kasih sayang sesama makhluk hidup didunia.❤
5184,"Bohong itu, loe ngarang bebas ya."
