author,published_at,comment,like,en_comment
@mantoza6222,2024-08-17T00:31:43Z,para presiden yg selalu optimis kedepanya,0,the presidents who are always optimistic about the future
@MayaAnjeli,2024-08-17T00:31:42Z,tetap berjaya selalu ikn,0,stay successful always ikn
@hannysinta5541,2024-08-17T00:30:39Z,saya suku dayak asli suku dayak kapuaskami bangga pada iknjokowie dan prabiwo gibran next future,98,i am a individual dayak tribe kapuas dayak tribewe are proud of our iknjokowie and prabiwo gibran next future
@bisabet,2024-08-18T11:33:29Z,cari di google bisabet salam merdeka teman teman,0,search on google bisabet greetings independence friends
@pwinarto6864,2024-08-20T11:40:28Z,semoga pak jokowi panjang umur n sll sehat aamiin,4,may mr jokowi live long and always be healthy aamiin
@pwinarto6864,2024-08-20T11:43:41Z,gak banyak bicara hasil kerja nyata indonesia maju,3,not much talk real work results indonesia is progressing
@ASupriyatna,2024-08-24T01:49:59Z,hannysinta halo sahabat semua yah itulah pa jokowi yang udah selesai dengan dirinya sendiri atau hatam ngaji diri sendiriga akan terpengaruh oleh pujian dan cacian dan hinaan apapun karena udah paham semuanya ujian bagi kita semua yang namanya manusia pasti pernah merasakannyacuma ada yang paham dan tidakmalah banyak yang lupa diri sedangkan pa jokowi dan pa prabowo subianto udah merdeka akan dirinya dan pribadinya merasa hidupnya tenang tenang saja walaupun di goreng terus sana sini dengan berbagai hujatan cacian dan pitnahan ga ngaruh apaapa malah tambah giat berkarya dan bekerja demi kebaikan bersama bangsanya dan negaranya dan berhasil walaupun masih ada yang kurang sempurna beberapa karyanya ok sobat semua salam damai selalu buat kita bangsa indonesia,1,hannysinta hello all friends thats mr jokowi who has finished with himself or finished studying himself will not be affected by praise and insults and any insults because he already understands everything the test for all of us as humans must have felt it only some understand and some dont in fact many forget themselves while mr jokowi and mr prabowo subianto are already free about themselves and their personalities feel their lives are calm even though they are fried here and there with various insults and slander it doesnt affect anything instead they are even more active in working and working for the common good of their nation and country and are successful even though some of their works are still imperfect okay all friends greetings of peace always for us the indonesian nation
@JuandiAtat-ed6gk,2024-08-17T00:29:37Z,merdeka indonesia ku tercinta yg ke,3,th independence of my beloved indonesia
@SahrilOpasi,2024-08-17T00:28:53Z,sebentar lagi akan pergantian pemerintahan baru,0,soon there will be a change of government
@hannysinta5541,2024-08-17T00:27:33Z,semua itu baik membentukindonesiathat its historythats goodsemua negara dunia juga punya sejarah wajar,3,all of that is good formingindonesiathat its historythats goodall countries in the world also have history reasonable
@freddygunawan7534,2024-08-17T00:21:56Z,hidup kita baru kalti hidup jaya indonesia ku bukan para penguasa dan pendatang ingat ituu,1,our life is new long live my glorious indonesia not the rulers and immigrants remember that
@freddygunawan7534,2024-08-17T00:20:28Z,wahai negara ju bangsa ku hatti hati dng dukungan dana rusialihat pulau bali sdh merata tanah garapan mereka rusia menguasai ini kah indonesia maju tolong perhatikan para penasehat dan penerintah,0,oh my country and nation be careful with the support of russian funds look at the island of bali the land they are cultivating is already evenly distributed russia controls this is indonesia progressing please pay attention to the advisors and government
@arnomultazam7742,2024-08-17T00:19:11Z,perasaan jama pilpres kemaren gak ada bagusnya ikn bagi kau tapi sekarang wowwww bukti jokowi dapat mengcoaching para garis yang yang gak selaras dengannya,5,feelings during the presidential election yesterday there was nothing good about ikn for you but now wowwww proof that jokowi can coach the lines that are not in line with him
@helmierlangga6866,2024-08-17T00:17:50Z,presiden terbaik sepanjang sejarahir h jokowidodo,0,the best president in historyir h jokowidodo
@husensusanto2299,2024-08-17T00:28:42Z,whatt,0,whatt
@SuhartiniSuhartini-j8x,2024-08-17T00:16:18Z,bismillahalhamdulillah terimakasih ya allahbapak peresiden kita jokowidodo suda bisa mewujudkan iknnkri hargamati allah hu akbarx,59,bismillahalhamdulillah thank you o allahour president jokowi has been able to realize the ikn nkri honor allah hu akbarx
@Arifin1984.,2024-08-17T00:15:10Z,ahkir nya terbukti juga cita bung karno suatu saat nanti ibu kota indonesia akan pindah ke kalimantan ahkir nya jokowi membuktikan apa yg di cita kan bung karnomudahan prisident terpilih bisa meneruskan ikn ke depan nya,39,finally bung karnos dream has been proven that one day the capital of indonesia will move to kalimantan finally jokowi has proven what bung karno dreamed of hopefully the two elected presidents can continue ikn in the future
@Iamedwin21,2024-08-17T01:27:14Z,betul banget ini cita lama pak karno,3,thats absolutely right this is mr karnos old dream
@johanjohansyah983,2024-08-17T14:53:51Z,tp bungkarno pingin ibukotanya di palangkaraya kalimantan tengah bukan di kalimantan timur,0,but bung karno wanted the capital to be in palangkaraya central kalimantan not in east kalimantan
@Arifin1984.,2024-08-18T03:37:19Z,johanjohansyah ya sama saja pk yg penting pulau kalimantan,1,johanjohansyah yes its the same sir whats important is the island of kalimantan
@AgusSalim-Asm,2024-08-18T04:59:29Z,johanjohansyahpalangka raya jauh dari pelabuhan,0,johanjohansyahpalangka raya is far from the port
@lasemrembang4397,2024-08-24T00:50:20Z,johanjohansyahruwetnya dirimu,0,johanjohansyahyoure so complicated
@kotipMuhamad,2024-08-17T00:14:15Z,keren,0,keren
@rinitatam,2024-08-17T00:13:43Z,kereeen semoga pembangunan ikn lancar dan cepaaat selesaiamiin,6,awesome hopefully the construction of the ikn will run smoothly and be completed quickly amen
@sutan164,2024-08-17T00:12:32Z,setelah sp ketemu pak bowoseketika meteo langsung siarkan ikn mana thumbnailnya bagus betul,1,after sp met mr bowo meteo immediately broadcast the ad and the thumbnail is really good
@siholfaridatambunan9461,2024-08-17T00:12:27Z,merusak hutan kokbangga sudah benar dikota paangka rayssa kotayg jadi ini rusak mata pencaharian rakyat,0,destroying the kokbangga forest its true that in the city of paangka rayssa city its become this is destroying peoples livelihoods
@wildanakbar9045,2024-08-17T05:15:04Z,merusak hutan,0,destroying the forest
@footballloverschannel,2024-08-17T00:11:52Z,jokowi ini berguru ke siapa yahbisa hebat gitusemua penguasa dalam negri takluk kepadanyasampai fifa pun sekarang nurut sama indonesia,1,who did jokowi learn from he can be so great all the rulers in the country submit to him even fifa now obeys indonesia
@hackproject8,2024-08-17T02:19:34Z,sp bro semua pemimpin di dunia akan segan itu ramalan leluhur kita si pengembala kayu semua permasalahan yg rumit akan sgt mudah di pecahkan oleh orang ini watak keras kukuh pada pendirian tidak ada rasa takut,0,sp bro all the leaders in the world will be shy thats the prediction of our ancestors the woodcutter all the complicated problems will be very easily solved by this person strong character firm in his stance no fear
@Triedanu,2024-08-17T00:07:28Z,kemajuan bangsa bukan diukur dari banguna ikn tp rakyat sejahteradata saja bisa di hack menterinya malah dpt penghargaan aneh,0,the progress of a nation is not measured by the building of the capital city but by the prosperity of the people even the data can be hacked and the minister gets an award strange
@Triedanu,2024-08-17T00:03:20Z,bau bau nepotisme,0,the smell of nepotism
@WiryaMuhanta,2024-08-17T00:00:33Z,ikn hebat sekali apa desain mesjidnya sudah ada apa belum,0,ikn is really great is the mosque design ready or not
@idarostiati6408,2024-08-16T23:59:38Z,pak jokowi presidenku aku bangga padanyapresiden terhebat duniaallah swt slalu melindunginyaaamiin,20,mr jokowi is my president i am proud of himthe greatest president in the worldallah swt always protects himaamiin
@mohkasiadi,2024-08-24T00:16:39Z,jokowi,0,jokowi
@anggiepulang,2024-09-16T16:25:06Z,mohkasiadi jangan lupa bayar utang ke cina,0,mohkasiadi dont forget to pay your debt to china
@karyamandiri5409,2024-08-16T23:56:34Z,mantap sekali ikn maju terus indonesiakusemoga bisa menjadi inspirasi kebangkitan indonesia,6,very cool ikn keep moving forward my indonesia hopefully it can be an inspiration for indonesias revival
@gusba234,2024-08-16T23:55:44Z,apaan dah thumbnail videonya kek kota abandoned gitu ngawur metro,0,whats with the video thumbnail it looks like an abandoned city its nonsense metro
@SarjanaTua-g3w,2024-08-16T23:54:28Z,lwh dia senditri kolonial keluarganya jadi wapres gubernur sikat partaiapa ga kolonial tu,0,well he himself is colonial his family has been vice president governor and party leaders is that not colonial
@bejosport1178,2024-08-16T23:50:52Z,brhubung pak surya paloh sdah bergabung dengan pak prabowo maka metro tv ngak akn nyinyirin lagi ikn nusantara,1,since mr surya paloh has joined mr prabowo metro tv will no longer criticize indonesian ikn
@anggitasavitri-f4f,2024-08-16T23:49:55Z,h,0,h
@cahkerjo9144,2024-08-16T23:49:04Z,semoga ikn sukses menjadi gerbang untuk indonesia maju amin,8,may the ikn be successful becoming a gateway for indonesia to progress amen
@suguswidiarta4212,2024-08-16T23:48:24Z,narasi sudah mulai halus stelah dapat giveaway,1,the narrative is starting to get smoother after getting the giveaway
@Birefish,2024-08-16T23:44:37Z,terimakasih bapak jokowi,0,thank you mr jokowi
@Zub-H3R0,2024-08-16T23:44:05Z,bangga sama pak jokowi dan pak prabowolanjut terus pembangunan di ikn,71,proud of mr jokowi and mr prabowocontinue the development in the ikn
@bisabet,2024-08-18T11:33:27Z,cari di google bisabet salam merdeka teman teman,0,search on google bisabet greetings independence friends
@kometsumirso4716,2024-09-07T12:28:40Z,marilah kita bersama sama mengucapkanselamat kepada semua pejabat pemerintah yang sudah mewujutkan indonesia lebih maju dan berkebang,0,come on lets all say congratulations to all government officials who have made indonesia more advanced and developed
@SalmanZahra-qj6pp,2024-08-16T23:41:31Z,kelak para pekerja bisa cerita ke cucu bahwa kakeknya ikut andil dalam pembangunan ikn,41,in the future workers will be able to tell their grandchildren that their grandfathers took part in the construction of the ikn
@khoirulalfi4038,2024-08-16T23:37:24Z,tapi dengan nilai r quality index berkissr di angka ga merubah kemungkinan nantinya akan meningkat seoring dengan infrastruktur yang dibangun disana,0,but with the r quality index value hovering around it doesnt change the possibility that it will increase along with the infrastructure built there
@enzelinazelina7769,2024-08-16T23:30:55Z,semoga negaraku terus maju dan jgn lupa tetap jaga kebersihan seperti negara jepang,2,i hope my country continues to progress and dont forget to maintain cleanliness like japan
@athoillah1685,2024-08-16T23:22:36Z,pn tdk menggunakan fosil tp menggunduli hutan ya sama aja kenapa ga ditaruh diatas bendungan sepaku,0,pn not using fossils but clearing forests is the same why not put it on top of the sepaku dam
@sumarmilamtim7895,2024-08-16T23:20:21Z,alhmdlilah prjwngan ank bangsa trwjut,5,alhamdulillah the protection of the nations children has been successful
@TonoDjumartono-po8rd,2024-08-16T23:19:56Z,indonesia negara koruptor ikn diramalkan akan mangkrak,0,indonesia is a corrupt country the ikn is predicted to be stalled
@Lily_bon97,2024-08-16T23:17:46Z,hitut bau betmen berak mencret huuh,0,the smell of batmans feces is disgusting
@MuhammadYusuf-sw8pi,2024-08-16T23:16:13Z,kota yang hanya bisa dilihat dari tv yang nikmati cuma orang pemerintah dan asing,0,a city that can only be seen on tv only government officials and foreigners enjoy it
@wildanakbar9045,2024-08-17T05:16:52Z,masak sih cil,0,what are you cooking
@MuhammadYusuf-sw8pi,2024-08-17T08:25:31Z,wildanakbar gak punya kuota pak tua tua bangka yang tidak mau berfikir ckckckckckck,0,wildanakbar dont have quota old man old bangka who doesnt want to think ckckckckckck
@sarialam3199,2024-08-16T23:12:59Z,masya allah tabarakallah mantap,2,masha allah tabarakallah stable
@slametpujiono2251,2024-08-16T23:12:31Z,saya cinta sama media metro tv meskipun pemiliknya pernah ber kualisi dg jokowi pemberitaannya yg positif membuat kita di kampung seneng dengernya tapi saya benc sama kompas dan cnn indonesia beritanya banyak yg negatif membuat pemirsanya jadi benci sama pemerintah,0,i love metro tv media even though the owner was once in a coalition with jokowi its positive news makes us in the village happy to hear it but i hate kompas and cnn indonesia many of their news are negative making their viewers hate the government
@anandaFuad07,2024-08-16T23:11:40Z,metro abiss gabung prabowo langsung puji ikn hehe,0,metro after joining prabowo immediately praised ikn hehe
@ekokurdianto5455,2024-08-16T23:04:10Z,memulai jauh lebih sulit daripada melanjutkan terimakasih pak jokowi atas jasanya,103,starting is much harder than continuing thank you mr jokowi for your services
@ibnuabdillah1766,2024-08-17T03:36:35Z,yang tidak kalah sulit adalah merawat dan menjaganya,3,what is no less difficult is caring for and maintaining it
@mdmat3304,2024-08-18T00:06:45Z,ibnuabdillah ramai rakyat indonesia umpama lalang bila di ikn semua memuji jokowibila di tempat yang lain mereka mengutuk jokowi se mau nya,3,ibnuabdillah many indonesian people are like wandering around in the ikn everyone is praising jokowi in other places they curse jokowi as they wish
@putralampung3968,2024-08-18T03:54:16Z,yg penting di jaga dan di rawat,2,what is important is to be taken care of and cared for
@bonbon.88,2024-08-18T05:25:59Z,terimakasih pak de wi atas hutang yang sudah di bebankan semoga akhir hidupmu terkutuk,3,thank you mr dewi for the debt that has been burdened may the end of your life be cursed
@ahmadzahar9582,2024-08-19T23:58:33Z,bonbon loh loh wong cilik mikir utang negoro anda kok lucu sekaliii,0,bonbon oh you little guy thinks about negotiating debts youre so funny
@reignefenn4165,2024-08-16T23:00:36Z,indonesia sebentar lagi akan hancur akibat pejabatnya merangkap pengusaha dan hukum tidak ditegakkan koruptor jadi raja di negara indo bertobatlah kalian semua maling uang rakyat,0,indonesia will soon be destroyed because its officials are also businessmen and the law is not enforced corruptors become kings in the country of indonesia repent all of you thieves of the peoples money
@umarjoni6876,2024-08-17T02:07:15Z,korupsi makin ganas rakyat miskin cuma dijadikan objek untuk pemilu,0,corruption is getting more and more vicious poor people are just used as objects for elections
@muhammadsuryani5626,2024-08-16T22:57:13Z,ikn ibarat sebuah kota ghaib nusantara yg dibangun begitu cepat indah dan mempesona,3,ikn is like a magical city of the archipelago that was built so quickly beautiful and enchanting
@putrimimi9393,2024-08-16T22:44:46Z,salud sama smgt bpk president biarpun byk yg nyinyirin dan bpk yg pesimis pemikiran beliau tetap maju ke depan gk pernah goyahsemoga indonesia tmbh maju pengganti bpk jokowi semoga bisa melanjutkan mimpi anak bangsa yg mendukung bpk jokowi yg oktimisbpk jokowi president terbest yg byk di kagumi dan di kenal di luar negri dari hongkong gw bangga indonesia terkenal karna ikn,72,greetings to all mr president even though many people criticize and mr president is pessimistic his thinking continues to move forward without wavering hopefully indonesia will become more advanced hopefully mr jokowis replacement can continue the dreams of the nations children who support the optimistic mr jokowi mr jokowi is the best president who is admired and known abroad from hong kong i am proud that indonesia is famous because of the ikn
@anggiepulang,2024-09-16T16:24:05Z,jangan lupa bayar utang ke cina,0,dont forget to pay your debt to china
@endroriwibowo980,2024-08-16T22:41:58Z,metro tv jadi anak manis lagi nih,3,metro tv is becoming a sweet kid again
@khotibulfajarimani3466,2024-08-16T22:38:08Z,jokowi hebat,0,jokowi is great
@agussuper7627,2024-08-16T22:35:09Z,nkri dibangun oleh orangorang optimis yang punya semangat juang tinggi pantang menyerah nkri bukan buah dari orangorang pesimis yang selalu bermental tertindas salam merdeka,48,nkri was built by optimistic people who have a high fighting spirit and never give up nkri is not the fruits of pessimistic people who always have an oppressed mentality greetings of independence
@IluhArmini,2024-08-16T22:33:30Z,trimakasi pk jokowi sudh memajukan ngri ri semoga bpk seht selalu dan panjang umur kmi akan selalu mengenang di setiap perjuangan bpk bpk orang baik tulus untuk ri,4,thank you mr jokowi for advancing the country of indonesia i hope you are always healthy and have a long life we will always remember your every struggle you are a good person sincere for indonesia
@pintusurga1049,2024-08-16T22:28:40Z,smoga pak jokowi dan kluarga sll dlm lindungan allah swt aamiin pak jokowi adalah bapak indonesia maju,16,hopefully mr jokowi and his family are always under the protection of allah swt aamiin mr jokowi is the father of advanced indonesia
@Riskaikha-z6p,2024-08-16T22:28:12Z,ikn kedepan pasti lebih indah dan makin maju,8,the future ikn will definitely be more beautiful and more advanced
@JengTiwuk,2024-08-16T22:27:58Z,terima kasih bapak jokowi,0,thank you mr jokowi
@AbdulGoffar-dr7qi,2024-08-16T22:26:15Z,metro tv itu oposisi jika sp oposisi ingat satvoilpres tp ketika sdh merapat ke yg menang wis jadi pendukung setia penguasa pers harus nya punya idialusme bukan cuma ikut arus,1,metro tv is the opposition if it is like the opposition remember satvoilpres but when it has moved closer to the winner so to be a loyal supporter of the press ruler you should have idealism not just follow the flow
@slametpujiono2251,2024-08-16T23:24:13Z,kompetisi sudah selesai brow yg jentel kalah menang sudah niasa dlm berkompetisi yg kalah gaknperlu sakit hati legowo saja,0,the competition is over bro the gentle ones winning and losing are common in competitions the losers dont need to be hurt just accept it
@AaAa-bc5ro,2024-08-16T22:21:33Z,kita harus berdiri sendiri bangkit indonesia maju bergerak dalam menjalankan tugasnya sebagai seorang pemimpin yang baik untuk semua warga negara indonesia maju dan,3,we must stand alone rise advance and move forward in carrying out our duties as a good leader for all citizens of advanced indonesia and
@notredame6847,2024-08-16T22:20:00Z,dibesar besarkan sebentar lagi juga jadi kota hantu kayak mandalika berani taruhan berapa kalau benar,2,its been exaggerated that it will soon become a ghost town like mandalika how much do you dare to bet if its true
@henipusbintari,2024-08-17T00:35:59Z,udh gaes lupain aja org beban negara inikita fokus aja buat support org yg mau berjuang utk kemajuan indonesia raya,2,come on guys just forget about the people who are a burden on this country lets just focus on supporting people who want to fight for the progress of the great indonesia
@wildanakbar9045,2024-08-17T05:18:18Z,ada yang panas nih,0,theres something hot here
@vloganakvocal8933,2024-08-16T22:16:27Z,ikn mantap,0,ikn is stable
@JadianSitumorang-ez3ow,2024-08-16T22:16:09Z,kitamardekaceutuhnyamardeka,0,we are free completely free
@JadianSitumorang-ez3ow,2024-08-16T22:14:40Z,mulaimardekaadalahmardekadaripembunuhantphariinimardekadariceluruhpenjajaha nmardekaka,0,since independence in independence from murder has been achieved but today independence from all colonialists has been achieved independence from
@Riskaikha-z6p,2024-08-16T22:11:05Z,luas bangat kala ama jakarta kali lipat luas nya jkrt baru bisa imbangi luas nya ikn,1,its very large compared to jakarta times the size of jakarta is enough to match the size of the ikn
@ahmadanton3584,2024-08-16T22:08:46Z,sehat selalu presiden ku,3,always be healthy my president
@familyabbo9497,2024-08-16T22:07:02Z,bangga menjadi bagian dari indonesia tapi nyari kerjah susah nya minta ampun,0,proud to be part of indonesia but finding a job is so hard
@slametpujiono2251,2024-08-16T23:29:11Z,ya lu mau cari kerja yang enak coba mau kerja jali kuli bangunan di ikn masih banyak lowongan,0,yes you want to find a good job try working as a construction worker at ikn there are still lots of vacancies
@zowymartin4435,2024-08-16T22:05:02Z,cuma bisa bilang mantap dan bangga,3,i can only say awesome and proud
@aripwahyono8135,2024-08-16T21:58:36Z,indonesia maju terussaya bangga jadi anak bangsa indonesia,14,indonesia continues to advance i am proud to be an indonesian child
@sotokwali3635,2024-08-16T21:16:11Z,juooooossss,4,juooooossss
@diadika4196,2024-08-16T21:12:45Z,usut terus ijasah aslinya jokowi jika tidak ada di pengadilan harus di adili seberatberatnya indonesia saat ini sudah di jajah gerombolan pki cina,0,continue to investigate jokowis original diploma if it is not in court he must be tried as severely as possible indonesia is currently being colonized by the chinese pki gang
@wildanakbar9045,2024-08-17T05:19:07Z,emang eak cuman bisa ketawa,0,really i can only laugh
@ningastuti6742,2024-08-16T20:54:56Z,th merdeka ibukota indonesia yg dicita kan bpksukarno baru diera presiden bpkjokowi bisa terwujud alhamdulillah,236,years of independence the capital city of indonesia that mr sukarno dreamed of has only been realized in the era of president mr jokowi alhamdulillah
@EngghongEngghong-i4j,2024-08-17T01:13:32Z,alkhamdulilah kami rakyat indonesia sangat bersyukur bapak joko widodo,19,alhamdulillah we the indonesian people are very grateful mr joko widodo
@MrMan-un2wg,2024-08-17T03:40:04Z,engghongengghongij ingat yaaa untuk orang yg msh mmbnci pmbngnan ikn bahkan msh mau nyinyirin teruuus jangan se kali kpingin tuk memijak kan kaki nya ke ikn m a l uuuu bahkan mungkin h a r a m ingat itu,17,engghongengghongij remember yaaa for people who still hate ikn support even msh want true sister do not kingin to step on his feet to ikn m a l uuuu even maybe illegal remember that
@Topo-om3yb,2024-08-17T05:36:01Z,jokowi mentrinya kerja dengan betul niatbukan penikmat bukan begitu booloo,7,jokowi his ministers work with real intentionsnot for enjoyment its not like that booloo
@jhongablux8497,2024-08-18T05:04:37Z,mrmanunwg justru beri kesempatan kpd mereka untuk melihat langsung dan menyesali apa yg sudah dinyinyirin,6,mrmanunwg just give them a chance to see for themselves and regret what theyve been gossiping about
@lektono7677,2024-08-18T06:47:49Z,mrmanunwgsy sih yeeeessss,2,mrmanunwgsy sih yeeeessss
@jupitersatuvenus7125,2024-08-16T20:51:57Z,ikn harmonis nyaman damai sumbu kebangsaansemoga pembangunan berjalan lancar hingga selesaibravo,44,ikn harmonious comfortable peaceful axis of nationalityhope the development will run smoothly until completionbravo
@kristiningsihwashington8473,2024-08-16T20:51:05Z,super thanks you majulah negriku trima kasih pak jokowi the best president ever,9,super thanks you go forward my country thank you mr jokowi the best president ever
@GacorSik,2024-08-16T20:40:40Z,pekerja kurang banyak th baru kelar,1,workers are not enough th just finished
@IndraJaya-gy3sk,2024-08-16T20:29:57Z,subhanallahalhamdulillah turut bangga ikn murni karya anak bangsairjokowidodo yg memulaiprabowo subianto menyelesaikanyes,47,subhanallahalhamdulillah i am proud that the ikn is purely the work of the nations childrenirjokowidodo started it prabowo subianto finished ityes
@rusmini8706,2024-08-16T20:28:53Z,ben ora ana demo istana jauh hoho bagus,0,ben ora ana remote palace demo hoho nice
@GacorSik,2024-08-16T20:14:28Z,prabowo kok jd presiden ngomong aja hanya bs beol ayo gas ayo gas,1,prabowo why is president just talking about it come on go on go on
@jesnolimit-w8u,2024-08-16T20:45:29Z,kasian orang tua nya keluarin biaya capek buat sekolahin eh gedenya,0,poor parents they spend a lot of money to send them to school and theyre so big
@sha21nov87,2024-08-17T23:46:35Z,jesnolimitwugedenya jadi dongo pemuja ras yaman,0,jesnolimitwugedenya became the dongo ras yemen
@netizenpedas209,2024-08-16T19:55:33Z,ini bener metro tv apa gue cuma mimpi babi kok bisa berbalik arah,3,is this really metro tv am i just dreaming how can a pig turn around
@BangAndre-c2s,2024-08-16T19:45:39Z,apapun kata orang tentang dirimutapi bapak jokowilah satu presiden yang saya gunakan hak pilih saya untuk memilih beliau terima kasih banyak bapakteruslah berkarya walau sudah tidak memjadi presiden lagi salut dan salam hormat pakdari anak bangsa di qatar,228,whatever people say about youbut mr jokowi is the only president that i use my right to vote for thank you very much sircontinue to work even though you are no longer president salute and respect sirfrom the children of the nation in qatar
@JengTiwuk,2024-08-16T22:27:37Z,se,7,se
@AsepIrama-t5l,2024-08-16T22:27:59Z,semoga masyarakat sekitar diberi kesehatan kesabaran dan rezeki yang halal,6,may the surrounding community be given health patience and halal sustenance
@reignefenn4165,2024-08-16T23:00:45Z,indonesia sebentar lagi akan hancur akibat pejabatnya merangkap pengusaha dan hukum tidak ditegakkan koruptor jadi raja di negara indo bertobatlah kalian semua maling uang rakyat,7,indonesia will soon be destroyed because its officials are also businessmen and the law is not enforced corruptors become kings in the country of indonesia repent all of you thieves of the peoples money
@zhahirhakamarsyad7063,2024-08-16T23:24:04Z,manusia pada dasarnya akan reaktif ketika ada sebuah hal baru ide baru sama ketika para nabi memberikan ajaran baru banyak yg menentang mencemooh menggap gila dll tapi setelah ajaran itu jl bru di akui dlu ketika pak karno membawa gagasan baru jga banyak ancaman dllkarna bnyk yg gk mau mengalami perubahan karna transisi itu menghilangkan zona nyaman,11,humans will basically react when there is something a new idea just like when the prophets gave new teachings many opposed it mocked it considered it crazy etc but after the teachings were accepted they were acknowledged in the past when mr karno brought new ideas there were also many threats etc because many did not want to experience change because the transition eliminated their comfort zone
@titioktavyanititioktavyani1990,2024-08-16T23:49:09Z,koment loe sangat bijak bangzhahirhakamarsyad,0,your comment is very wise brozhahirhakamarsyad
@mafathony930,2024-08-16T19:42:33Z,yakin jadi hambalang jilid mari kita lihat setelah lurah lengser,0,sure to be hambalang volume lets see after the village head steps down
@musidik,2024-08-16T20:15:14Z,orang pdi ni titisan belanda bau baunya,1,these pdi people are the incarnation of the dutch they smell bad
@henipusbintari,2024-08-17T00:36:34Z,udh gaes lupain aja org beban negara inikita fokus aja buat support org yg mau berjuang utk kemajuan indonesia raya,0,come on guys just forget about the people who are a burden on this country lets just focus on supporting people who want to fight for the progress of the great indonesia
@wildanakbar9045,2024-08-17T05:19:41Z,sok tahu kamu,0,you know it all
@dani_iskandar21,2024-08-16T19:39:57Z,apakah negara maju krn ikn kalau rakyatnya sj msh butuh mkn siang gratispengangguran korupsi judol pinjol meninggilulusan s cuma eeeh beras garam sj msh impor,0,is a country advanced because of ikn if the people still need free lunchunemployment corruption judol loans are increasingonly of graduates have a baeeh rice salt are still imported
@netizenpedas209,2024-08-16T19:56:28Z,sdm nya saja yang rendah kalo gak sdm rendah mana mau judol,0,its just the human resources that are low if human resources arent low how can you compete
@Triedanu,2024-08-17T00:05:31Z,gimana mau maju pejabat cm mikirkan keluarga dan kroninya rakyat ckp dikasih bansos,0,how can officials advance if they only think about their families and cronies the people are only entitled to social assistance
@ag4sspahn851,2024-08-16T19:37:34Z,githu dong metro mengakui kelebihan org lebih baik drpada cari kekurangannya kmaren baru aj beritakan negatif tentang ikn syukur lh sdh sadar taubat lebih baik jayajayajaya mnuju indonesia emas,72,thats right metro its better to acknowledge peoples strengths than to look for their weaknesses yesterday we just reported negatively about the ikn thank god youve realized that repentance is better may you be victorious towards a golden indonesia
@ferrybaniaman3763,2024-08-16T23:28:04Z,karena surya paloh ada di iknitu saja alasannya,9,because surya paloh is in the iknthats the only reason
@hannysinta5541,2024-08-17T00:28:58Z,betulno negative thinkingagar hidup damaii,4,thats rightno negative thinkingto live peacefully
@siapaluuu,2024-08-17T00:30:04Z,sesuai arah politik pemiliknyakmrn kan lawan politik biasa cari kekuranganskrg sdh gabung ya pasti ikut dukung yg positif,8,according to the political direction of the ownerpreviously political opponents usually looked for shortcomingsnow that we have joined we will definitely support positive things
@pasetyoplafonbajaringan7395,2024-08-17T00:39:48Z,hannysintapedoman hidup yang gerbaikadalah positive tinking,0,hannysintathe best guideline for life is positive thinking
@BanjarSaxty,2024-08-18T02:01:05Z,stasiun tv politik biasa ber ubah ubah,4,political tv stations often change
@pnydinydi2487,2024-08-16T19:31:42Z,sejarah taekkkk semua,1,history taekkkkk everyone
@WiGroove,2024-08-16T19:28:53Z,jembatan dibangun bendungan dibangun artinya emang sejak lama udah ada rencana pembangunan ikn kok aku baru ngeh ya ternyata mainnya halus,6,bridge built in dam built in meaning there has been a plan to build the ikn for a long time how come i just realized it it turns out they played it smoothly
@GG_Wepret,2024-08-16T19:49:21Z,dari mana aja dari goa kan rencana di bangunnya ibu kota udah di rencanakan presiden yang lalu dan di realisasikan oleh pak jokowi,1,where are you from from a cave the plan to build the capital city was planned by the previous president and realized by mr jokowi
@Duniakecil9966,2024-08-16T20:00:32Z,membangun salah gak membangun salah ini investasi jangka panjang bro gak instan mau jadi negara maju harus langkah ke langkah,2,building wrongly or not building wrongly is a longterm investment bro its not instant if you want to become a developed country you have to take steps
@JokoSetyawan-uk2yr,2024-08-16T20:19:14Z,ggwepretkalo rencana udah dr jaman sukarno tp kan tempatnya tidak di kaltim,3,ggwepretkalo the plan has been since the time of sukarno but the location is not in east kalimantan
@WiGroove,2024-08-16T20:40:27Z,komentar berbayar lagi haha,1,paid comments again haha
@WiGroove,2024-08-16T20:43:26Z,english or spanish,0,english or spanish
@OcimSamudera,2024-08-16T19:24:54Z,alhamdulillah metro tv kembali ke kdrat nya sebagai tv nasional kebanggaan rakyat indonesia tidak lagi menjadi saluran yg politik utk nol satu u,3,thank god metro tv has returned to its original position as a national tv station that is the pride of the indonesian people no longer a political channel for zero one u
@m.araaja9982,2024-08-16T20:44:07Z,kan bigbossnya dah kembali jalan yang benar,1,the big boss has returned to the right path
@wildanakbar9045,2024-08-17T05:20:43Z,mas anis gimana nasibnya,0,mas anis what will happen to you
@sha21nov87,2024-08-17T23:37:43Z,wildanakbardikembalikan ke yaman ye,1,wildanakbarreturn to yemen
@mobok9954,2024-08-16T19:07:24Z,coba cek apbm untuk ikn berapa dah keluar tuh,0,try checking the budget to see how much has been released
