,comment,author,publishedAt,likeCount
6494,​@@nahornop1394ga usah jelasin sama manusia otaknya closed😄 percuma 😅,@Nomatter-p8o,2024-11-19T13:09:39Z,1
6495,"​@@nahornop1394 Yesus Kristus (sbg inti kristen) sm skli tdk prnh ksi ajaran (aplgi cth perbuatan) membunuh, menjajah, memperbudak org lain, polygami, lakukan perang, dsb dsb. Jadi jk msl ada org (yg katanya kristen) tp kok lakukan smua perbuatan jahat dn buruk itu: mk beraerti org tsb berdosa. Krn sdh melanggar ajaran dn cth perbuatan baik dri Sang inti kristen (Yesus Kristus).",@dreamlight8087,2024-11-19T13:23:35Z,12
6496,​@@ozildona9056Wah anda kurang banyak baca nih.....,@berbahbantul6861,2024-11-19T16:02:25Z,5
6497,Selamat datang masa pencerahan melalui orang2 yg sdh tercerahkan. Sepahit apapun fakta adalah fakta. Welcome to 21 century,@musiccomposser,2024-11-19T12:03:19Z,110
6498,"Si Vis Vacem Para Bellum (Pepatah Romawi) : Jika kalian mendambakan perdamaian, maka bersiaplah untuk berperang.",@DadangSuhanda-l1k,2024-11-20T00:15:57Z,0
6499,"1 fakta cukup membungkam podcast ini:

Para PENJAJAH (yg jelas sangat jahatttt dan membunuh) AGAMANYA apa????

Semuanya BUKAN ISLAM..
Lawak kalian 😅",@suararakyatofficial,2024-11-20T04:36:49Z,0
6500,"Pencerahan adalah dari agama yg jumud, yg kitabnya nggak nyambung dg sains. 
Adapaun islam agama yg komprehensif dan kitabnya nyambung dg sains.",@suararakyatofficial,2024-11-20T04:38:27Z,2
6501,"1 fakta cukup membungkam podcast ini:

Para PENJAJAH (yg jelas sangat jahatttt dan membunuh) AGAMANYA apa????

Semuanya BUKAN ISLAM..
Lawak kalian 😅",@suararakyatofficial,2024-11-20T04:38:43Z,1
6502,Silahkan simak search dialog2 keislaman podcast Prof mun'im sirry,@Toyo-y3q,2024-11-21T02:40:07Z,0
6503,"Kumaila kl agak kurusan dikit,, cantik banget,, wajah cantik indonesia sesungguhnya",@Evogreebareno,2024-11-19T12:02:17Z,2
6504,"Zaman nabi Muhammad sudah jauh lebih modern dibanding zaman yesus kristus yang lebih barbar.karena umat manusia sudah sangat berdosa dan akibat dosa adalah maut atau kematian, dimana Maha Pencipta menciptakan manusia untuk hidup kekal sehingga turunlah firmannya menjadi manusia yaitu Yesus Kristus untuk melepaskan  manusia dari dosa.yesus kristus adalah firman yang datang dari atas bukan dari bawah.",@sandrina-71,2024-11-19T13:13:33Z,0
6505,kumaila narasumber cukup rasional dg penjelasannya.ttpi ada sidikit keterangannya dg standar ganda.sunah adalah pedoman hidup dn sunah tdk bisa dipersalahkan.dogma damai kasih dlm islam adalah hayalan blaka.argumen kumaila tak ideal ...!!!,@Risaum,2024-11-19T12:02:14Z,0
6506,"Setahu saya tidak ada suku""ras atau daerah""lain yg memerangi muhammad, tapi muhammaflah yg datang memerangi mereka. Juga dlm sejarah sekalipun tidak ada yg mencatat nabi muhammad berperang, itu setahu saya iya",@SimanjuntakMardaup13,2024-11-19T12:02:01Z,0
6507,"klo bisa ada contoh donk siapa yang memulai
jg perlu diperjelas urutan waktu ayat damai dgn ayat perang",@hajarjahanam4642,2024-11-19T12:01:39Z,0
6508,Kak mela di video ini lagi cantik bangt❤❤,@Mata_muu,2024-11-19T12:00:41Z,9
6509,"Rambut Maila bagus, tebel",@katarina1287,2024-11-19T12:28:31Z,2
6510,"kumaila gobloknya minta ampun,yg jajah indonesia indonsia dan membunuh orang indonesia negara mana agama mana",@myusuf-r1h,2024-11-19T11:59:46Z,0
6511,"Melepaskan kemunafikan dan ketidakjujuran akan memerdekakanmu..
Dalam hal ini aja tidak ada kejujuran, lalu hal apalagi yg bisa kau harapkan",@binangara2363,2024-11-19T11:59:42Z,4
6512,"Benar, Islam agama perang bahkan memaksakan agama ini di daerah kekuasaannya. Beda sama agama lain yg lebih manusiawi...",@wakwaw9992,2024-11-19T11:59:21Z,51
6513,"@@wakwaw9992 sejauh ini agama yang track recordnya konsisten manusiawi hanyalah Buddha & Konghucu. Sedangkan, Kristen, Katolik, & Hindu, penuh dengan jejak sejarah yang bertentangan dengan kemanusiaan. Bahkan sampai sekarang jika melihat keberpihakan umat Kristen kepada Israel saat ini, & sistem kasta pada agama Hindu di India.",@akhmadfahrudin2571,2024-11-19T12:10:42Z,0
6514,"Di Nusantara juga demikian,tuh warga Hindu sampai Exodus ke pulau Bali dan Tengger,😊",@sugengjeff1470,2024-11-19T12:49:25Z,7
6515,Ya lah seperti Demak menghancurkan Islam menerangi kaum bukan Islam..,@SandiagaSaputra,2024-11-19T14:55:32Z,0
6516,Ya lah seperti Demak menghancurkan Majapahit. Islam memerangi kaum bukan Islam..,@SandiagaSaputra,2024-11-19T14:56:18Z,1
6517,Wak Wak 9992 . Kau tau nggak perang salib . Gold glory gospel. Sejarah genosida suku Indian . Suku aborigin . Apa agama penjajah di atas bumi ini seperti inggris Belanda Portugis . Sadar woy,@NofriChannel-z1r,2024-11-19T14:57:14Z,3
6518,"Pengabaran injil ketanah batak harus dibayar mahal dengan darah mereka(UHLMAN&MUNSON) oleh masyarskat Batak yamg masih kanibal .
Kasih Yesus akhirnya berhasil menaklukkan TANO BATAK.
Pasukan PADERI yang well trained, well equipped,and well organized dengan jumlah jauh lebih besar gagal total mengislamkan TANO BATAK.
PRAISE THE LORD.",@sahalanadeak2615,2024-11-19T11:58:47Z,0
6519,"Yesus mati dikayu salib
Sebelum menghembuskan nafas terakhir dia tetap mendoakan orang yg menyiksa ya

Kata terakhir yesus iyalah YA BAPA AMPUNILAH APA YG MEREKA BERBUAT
Coba anda bayangkan betapa hebatnya yesus kristus dia memaafkan semua orang yg menyiksanya hingga di salib❤❤",@agustiawanlenjang6634,2024-11-19T11:57:07Z,65
6520,Gue bukan tuhan hei oten dungu kata Yesus Kristus,@RudyHartono99,2024-11-19T12:16:22Z,0
6521,Katanya...,@noeredan1026,2024-11-19T13:41:54Z,0
6522,​@@RudyHartono99apa definisi Tuhan?,@aguswardoyo1528,2024-11-19T14:25:16Z,0
6523,@aguswardoyo1528  definisi menurut paulus laknatulah ya pasti gue tuhan kata Yesus Kristus,@RudyHartono99,2024-11-19T14:28:43Z,0
6524,"Tuhan Yesus memang tidak ada bandingannya. Dia terbaik... 
Tapi bukan untuk dibandingkan dengan agama lain.. 
Percaya kepada-Nya atau tidak, itu kembali ke individu masing2...",@dominikuskuruwop9621,2024-11-19T14:49:50Z,6
6525,"Jaman yesus itu jaman penjajahan romawi , banyak pemberontakan oleh yahudi , yesuspun pernah diminta utk memimpin pemberontakan tapi Yesus tdk mau 
Jadi Emang Muhammad aja yg suka berperang 😅",@myfaves2974,2024-11-19T11:56:56Z,0
6526,Cantik juga baju merah jgn sampe lolos 😀,@BatukPlus-ii5cp,2024-11-19T11:56:37Z,1
6527,Karena ga pake jilbab. Coba klo pake jilbab pasti terlihat bda,@katarina1287,2024-11-19T12:35:35Z,0
6528,@katarina1287  gini aja dah cantik kok.,@BatukPlus-ii5cp,2024-11-19T12:43:18Z,0
6529,"Ade armando mengiring opini,boleh di bunuh itu yg ikut perang,yg diam itu dan gak ikut perang ya tidak boleh d bunuh,",@lukmanmotekar6595,2024-11-19T11:56:17Z,0
6530,"perang dan kebencian di islam itu krn doktrin koran tapi kristen di alkitab PL dulu memang perang tapi kami gk mengikuti sejarah itu tapi kami jadi kan pembelajaran makanya Tuhan Yesus mengajarkan kasih,ttg israel ya mba maaf yah sejarah israel itu gk bisa dibilang jaman dulu kami percaya apa yg tertulis di alkitab sejarah israel sampe kapan pun gk berubah,
sama kek islam juga kan ikut sunnah muhammad di koran sama kami kristen tetap percaya cerita alkitab itu fakta tapi koran hanya hasil kopi dari sejarah dalam alkitab",@IsraeldefenceF,2024-11-19T11:55:33Z,0
6531,"Perlunya memiliki pengetahuan tentang agama agama yang ada saat ini, lalu membandingkan ajaran² dari masing masing sehingga dapat menilai hal yang terbaik tentang kebenaran yang sesungguhnya",@zonawiragunamanullang8500,2024-11-19T11:55:31Z,19
6532,"Meyakini sstu Agama.
Mempelajari semua ajaran agama tuk nambah Pengetahuan/ wawasan.
Hadilnya kita beragama yg CERDAS.
mempelajari satu agama yg di yakini tok .hasilnya picik 
Pola pikir yg sempit.",@AgusGede-xq9fv,2024-11-19T12:11:31Z,0
6533,"Klop dag, indonesia juga suka perang wkwk...tp kroyokan kalo satu lawan satu ga ada yg brani hahaha",@kurniawansusanto9355,2024-11-19T11:55:30Z,1
6534,Kadaluarsa ...hmmm...,@karyorelaxing6159,2024-11-19T11:54:57Z,0
6535,"Di zaman Yesus, orang Yahudi sedang dijajah oleh bangsa Romawi. Orang Yahudi sedang menanti nubuatan ttg Mesias seperti Musa, Yosua, Daud, untuk membebaskan mereka dari penjajah. Ini berarti Mesias yg mereka impikan itu adalah ""Panglima Perang"". Salah satu alasan orang Yahudi menolak Yesus, adalah Dia tidak layani permintaan mereka. Misi-Nya bukan perang, tapi untuk pengampunan dosa, keselamatan dan jaminan hidup yg kekal. Selain itu misi kemanusiaan, cinta damai, dll. Yesus malah melarang para murid-Nya menggunakan pedang (perang). Awal kekristenan berkembang itu bukan dgn cara kekerasan, pemaksaan, atau iming2, tapi dgn mujizat2 ""dalam nama Yesus"" yg dipraktekkan oleh para murid Yesus (kitab Kisah Para Rasul).",@guxt4767,2024-11-19T11:54:38Z,21
6536,Benar ‼️,@sugengjeff1470,2024-11-19T13:09:06Z,0
6537,"Anda benar. Keadilan, kebenaran, cintailah, kasihilah, berdamailah, ampunilah,  inilah inti ajaran Yesus dari awal mula sampai selama-lamanya tidak ada yang berubah karena Allah adalah kasih",@maharanidewi8593,2024-11-19T13:58:08Z,2
6538,"@maharanidewi8593  
Amin👍
Thx 🙏",@guxt4767,2024-11-19T14:05:00Z,0
6539,​@@maharanidewi8593bener bro agama ygg di bawa oleh penjajah kristen eropa ke indo..,@GrahamPoter-gi7te,2024-11-19T16:38:08Z,0
6540,"​@@GrahamPoter-gi7tejadi inget pelajaran sejarah SMP tentang 3G. GOLD, Glory, Gospel. Tks sdh di ingatkan kembali",@herunurcahyo6408,2024-11-19T18:10:23Z,1
6541,Maka tidak bisa disamakan jaman sekarang dengan jaman dulu... Maka itu cara sudah berubah.. so tunjukan kasih dan sayang di jaman skr krn itu yg di butuhkan.,@firmanhamonangan6676,2024-11-19T11:54:16Z,29
6542,Harusnya kitap suci itu berlaku sepanjang masa😅 bukan rancu😅,@ivonhiero1676,2024-11-19T12:10:32Z,4
6543,"Berarti Bukan Pedoman hidup yang berlaku sepanjang masa.....?????
Semangin membagongkan",@abiakana6637,2024-11-19T12:42:32Z,3
6544,Artinya firman allah swt ada masa exp. Wadidaooo...😂,@Dundat585,2024-11-19T14:29:10Z,0
6545,alloh swt gagal mengantisipasi kemajuan peradaban manusia sehingga ajarannya sudah tidak relevan dengan kemajuan peradaban manusia yg bisa diterima secara universal ... masak manusia lebih beradab ... harusnya kan ajaran Tuhan itu menjadi rujukan peradaban ... 😅🤣😂🤭,@anggiatnapitupulu3830,2024-11-19T14:36:51Z,1
6546,"​@@anggiatnapitupulu3830 mungkin ajaran Tuan, bukan ajaran Tuhan,",@sumitojaya7102,2024-11-19T14:55:55Z,0
6547,"Itu sebab nya timur tengah perang terus, ujung-ujungnya nyalahin Israel!!! Tanpa Israel pun mereka akan saring perang dan bunuh.",@manadimanaanakkambingsaya2887,2024-11-19T11:53:01Z,0
6548,"Agama itu buatan/ciptaan manusia, Tuhan tidak pernah menciptakan agama, tapi Tuhan menciptakan manusia dg otak, pikiran dan akal budi supaya pada akhirnya manusia bisa menggunakannya untuk mencerna,  bernalar dg logika sehat dalam membedakan mana dogma dan doktrin buatan manusia (agama) yg sifatnya selalu ""ekslusivisme"" dan mana hukum Tuhan yg sebenarnya (alam) yg sifatnya universal ""berlaku untuk semua manusia"".

Kita sulit berpikir secara obyektif tentang agama karena dari kecil kita sdh dikondisikan untuk mempercayai keyakinan ciptaan manusia yg sdh diinstusikan yg bernama agama, jika kita mempertanyakan kebenarannya, pasti dibantah sama lingkungan sekitarnya apalagi melepaskannya dan bisa hidup merdeka tanpa doktrinasi agama. 

Secara logika akal sehat saja jika kita palai nalar yg jernih, khususnya agama abrahamic yaitu: agama yahudi,  kristen & katolik dan islam. Dalam kitab2 agama mereka menarasikan Tuhan dan nabi2 mereka adalah pembawa kebenaran buat manusia dan iblis/setan adalah dinarasikan sbg penjahat (entitas yg jahat/selalu disalahkan) padahal di kitab mereka sendiri ditulis kalo Allah Bapa (di injil) memerintahkan nabi2 di perjanjian lama (abraham, musa, yosua, daud, dll)  untuk berperang,  begitu juga dg islam di alquran juga jelas menuliskan bahwa muhammad menyebarkan islam dg berperang dan disebut jg sbg panglima perang, artinya nabi2 agama2 tsb itu setuju ""perbuatan menghilangkan nyawa manusia"" artinya tindakan mereka justru mencerminkan tindakan yg salah (tidak beradab dan tidak berperikemanusiaan) karena membunuh orang lain, apapun juga alasannya secara kemanusiaan itu tidak dibenarkan, sekalipun alasannya itu atas perintah Tuhan (Allah), ya itu Tuhan versi agama2 mereka, tapi buat kita sebagai makhluk hidup universal, Tuhan kita nggak seperti itu,  masak Tuhan memerintahkan ciptaannya untuk membunuh ciptaannya yg lain, kita saja manusia yg punya akal sehat misalnya punya 4 anak ternyata 2 anak kita nakal dan jahat bahkan sdh jd kriminal, kita tidak akan memerintahkan 2 anak kita yg baik untuk membunuh 2 anak kita yg jahat itu,  apalagi Tuhan. 
Jadi agama2 tsb memaksakan doktrin mereka dianggap kebenaran padahal itu agama buatan manusia. 

Coba selidiki dg cermat berapa banyak nyawa manusia yg meninggal akibat perbuatan nabi2 tsb dalam berperang, pasti bisa puluhan ribu, ratusan ribu bahkan jutaan nyawa yg melayang,  bandingkan dg berapa banyak ayat di kitab2 agama tsb yg menyatakan iblis/setan membunuh manusia? nggak ada kan.. jika sy baca di injil dan alquran hanya 12 orang yg meninggal karena iblis, yaitu anak2 nabi ayub tapi itupun sebenarnya dalam narasi ceritanya Tuhan yg mengijinkan iblis untuk mencobai ayub jadi sebenarnya secara kacamata hukum modern, Tuhan agama mereka yg bersalah karena menyetujui iblis untuk melakukan kejahatan kpd keluarga ayub. :)

Jadi menurut kitab suci agama mereka sendiri menjelaskan jika iblis/setan tidak pernah membunuh manusia tapi Tuhan (Allah) memerintahkan nabi2 untuk membunuh/berperang dan nabi2 juga sebagai eksekutor dan pelaku perang/pembunuhan tapi kenapa Tuhan (versi agama mereka) disebut yg baik beserta nabi2nya dan Iblis selalu dijadikan pihak yg jahat dan salah???

Tuhan semesta menciptakan kita dengan otak, pikiran dan akal budi supaya kita bisa berpikir jernih dg logika dan akal sehat, benarkah Tuhan menciptakan agama? benarkah Tuhan perlu disembah dan menghendaki cipataanNya untuk sujud menyembahNya? jika menciptakan agama dimana keadilan Tuhan bagi semua manusia ciptaanNya, ataukah agama yg menciptakan ""tuhan"" versi mereka, tuhan yg menghendaki ciptaannya untuk menyembahnya, menciptakan ""rasa takut"" supaya pengikutnya mau mentaati ajarannya dg doktrin adanya dosa dan neraka.

Ingat baik2 Indonesia adalah negara yg berketuhanan yg maha esa, artinya mengakui Tuhan yg maha esa (Tuhan yg universal,  Tuhan semua manusia tanpa label agama) bukan tuhan dari agama A, B, C atau D karena agama (buatan manusia)  selalu bersifat eksklusivisme yaitu pandangan bahwa agama kepercayaan mereka sendiri yg paling benar sedangkan ajaran agama lain salah/sesat. Tidak heran justru karena agama Abrahamic (Yahudi, Kristen dan Islam) dunia tidak pernah damai selalu berkonflik hingga saat ini,  lihat aja perang di Timur Tengah, Israel, Gaza, Iran, Lebanon, dll di Indonesia sendiri juga byk konflik agama, perang ambon,  bom Bali, jihad, teroris, dll

Mari berpikir dengan akal sehat,  benarkah agama menciptakan kedamaian dunia atau justru agama mbuat dunia tidak pernah damai?",@IdaBagusKristoDharmawan,2024-11-19T11:52:46Z,9
6549,Sangat setuju..,@messinaldo2422,2024-11-19T11:59:05Z,2
6550,"wah... ini keren, mari berpikir dengan akal sehat.",@marulisimamora7508,2024-11-19T12:00:10Z,2
6551,"luar biasa bang, mudah2an banyak orang indo yang pikiran sedewasa dan se universal Bapak, tlalu banyak manusia fanatik buta yang membenci yang berbeda dari dirinya di negara ini",@ramonkuswardi4431,2024-11-19T12:16:07Z,2
6552,"Agama itu sebagai bentuk penata  keseimbangan di dalam alam semesta ini. Tanpa agama, masyarakat akan semakin rusak dan tidak bermoral. Jika Tuhan menciptakan orang jahat, maka Tuhan juga akan menciptakan orang baik. Semua hal di dunia ini akan berjalan menuju keseimbangan dalam ruang dan waktu nya masing2.",@Mr.A96676,2024-11-19T12:18:46Z,0
6553,"Saya bangga tulisannya
Ber ketuhanan
Bukan beragama
Karena agama suka memandang rendah agama yg lain. 

Padahal mengakui Tuhan yg punya kehendak",@ggosiang9628,2024-11-19T12:36:21Z,0
6554,Mbak mela makin cantik,@ByantAnto,2024-11-19T11:52:44Z,16
6555,Yaelah Salfok!!!😅,@ivonhiero1676,2024-11-19T12:01:07Z,0
6556,Rambutnya bagus,@katarina1287,2024-11-19T12:31:22Z,0
6557,"Kalau pakai jilbab keanggunan dan pesonanya hilang. Rambut panjang, hitam, rapi menambah kecantikan.",@kurniadidajan9270,2024-11-19T13:05:44Z,1
6558,"Komen begini sah2 aja sih, cm mba Meli pengen dikenal krn intelektualnya, bukan fisiknya hehe",@budimulyadi6636,2024-11-21T01:09:38Z,0
6559,Kalau berani debat lawan apologet Islam,@zakizain6104,2024-11-19T11:52:41Z,0
6560,Gold Glory Gospel,@threedurians,2024-11-19T11:52:26Z,0
6561,Itukan Ideologi barat bukan ideologi alkitap.😅 Jihat adalah ideologi agama kalian😅,@ivonhiero1676,2024-11-19T12:02:09Z,0
6562,"@ivonhiero1676  Ulangan 20: 16-17
""Tetapi dari kota-kota bangsa-bangsa yang diberikan Tuhan, ALLAHmu kepadamu menjadi milik pasukanmua, janganlah kau biarkan hidup apapun yang bernafas melainkan harus kau tumpas sama sekali""

Bilangan 31 : 17-18
""Maka bunuhlah semua laki-laki diantara anak-anak mereka dan juga semua perempuan yang pernah bersetubuh dengan laki-laki haruslah kamu bunuh. Tetapi semua yang uda di antara perempuan yang belum pernah bersetubuh dengan laki-laki haruslah kamu biarkan hidup bagimu"".

Yosua 6:2
""Mereka menumpas dengan mata pedang segala sesuatu yang di dalam kota itu, baik laki-laki maupun perempuan, baik tua maupun muda, sampai kepada lembu, domba dan keledai"". Mohon koreksi 🙏",@threedurians,2024-11-19T12:11:48Z,0
6563,"​@@ivonhiero1676, 👍👍👍👍😁😁",@Spinx-dc3so,2024-11-19T12:31:55Z,0
6564,"Semuanya dilihat konteks ny pak ade. Zaman dahulu emank zamannya perang. Semua suku, agama, dan budaya pasti pernah perang. Hanya di islam yg dijelaskan adab dan tata caranya. Bukan berarti perintah perang scr mutlak",@gustiaraini4608,2024-11-19T11:52:24Z,0
6565,Preeeet,@xacand2536,2024-11-19T12:00:39Z,0
6566,Loh Hamas menerbitkan buku ttg Yahudi yg hingga akhir zaman akan berperang dgn islam di mana mrk akan bersembunyi di pohon ghargat😅. Jelas Nabi menyerukan jihat dan dimanfaatkan oleh imam² di mesjid buat mengumpulkan massa dan berbuat rusuh😅,@ivonhiero1676,2024-11-19T12:09:42Z,0
6567,"Kenapa islam tidak berkembang dan ga ada kemajuan dalam teknologi 
Ada yg bisa jawab😂",@imorario6802,2024-11-19T11:51:20Z,0
6568,Sekalipun Yesus hadir 6 abad lebih dulu tapi ajaranya betul2 membawa ajaran tuhan yg maha pengasih,@arissaptono4490,2024-11-19T11:51:12Z,1
6569,"sepertinya argumennya masuk akal, tapi terbantahkan karena sdh ada  agama lain seperti  jahudi, kristen dan pagan kurais  dan ada saling serang karena alasan keyakinan.",@cintanegeri3676,2024-11-19T11:51:02Z,0
6570,Lihat Israel dan Palestina.... Apakah kamu masih bilang Islam tidak punya musuh,@zakizain6104,2024-11-19T11:50:49Z,0
6571,Agama wahyu adl agama yg bisa ajarannya sepanjang jaman❤,@wayansari2892,2024-11-19T11:50:17Z,0
6572,"Ya memang islam disebarkan dgn perang kok cuma didoktrin islam agama damai, Kristen agama penjajah preeett",@Ady_S.,2024-11-19T11:50:13Z,0
6573,Perang suku itu biasa tp doktrin utk memusuhi itu luar biasa..,@AsoMando,2024-11-19T11:49:52Z,88
6574,Di papua sekarang masih ada perang antar suku,@mamansy1,2024-11-19T23:07:12Z,0
6575,"@@AsoMando kalian ngak lihat jawaban janggal? 

Pertanyaannya cara penyebaran *agama*
Jawabnya norma *suku²* berperang

Nyambung ngak

Jauh sebelum masa ini ada masa Yesus yang dimana yahudi sangat FANATIK dengan ajaran Tauratnya

Tapi Yesus tidak mengajarkan berperang saat itu (ajarannya dia akui mereka ya sebagai salah satu kitab terpenting) 
Tapi mengapa SANG PENYEMPURNA MALAH MENGAJARKAN PERANG? 

Ini baru namanya KONTRADIKSI",@NcdS13,2024-11-19T23:34:15Z,5
6576,"Si Vis Vacem Para Bellum (Pepatah Romawi) : Jika kalian mendambakan perdamaian, maka bersiaplah untuk berperang.",@DadangSuhanda-l1k,2024-11-20T00:13:59Z,0
6577,"Selama Ada ALQURAN DiJamin Pasti Ada Yang Menggunakan ayat ayat QURAN Untuk Mengganggu Orang Lain dengan Allasan Atas Nama Allah Swt dan Agama….

Ada Yang Menutup Tempat ibadah Orang Lain Sambil Berteriak Allah Huakbar….
Bahkan Ada Yang Meledakkan Diri Sambil Berteriak Allahuakbar….
Dan Semuanya itu mereka menggunakan Ayat ayat ALQURAN",@in-Jill-Lee,2024-11-20T00:41:00Z,0
6578,"Sejak   jaman  NA;BI ADAM   bunuh  membunuh sudah ada  
Contoh. KAIN dan  HABEL  
Jadi  jangan  heran karena manusia punya  hawa  nafsu yang  di pengaruhi SYAIITHON",@SamsulBakhri-f1i,2024-11-20T01:21:58Z,0
6579,"wah.....apa ngga dilaporkan ya....!!.
kalo ya duh...sedihnya.",@marulisimamora7508,2024-11-19T11:49:48Z,2
6580,"Penyebaran Islam juga melalui perang. Polanya serang, kuasai wilayah, Islam-kan, kalau tdk mau, bunuh. Menyebarkan dengan kekerasan? Apakah begitu atau bukan? 

Kalau dilihat dalam sejarah, banyak kasus teroris yg melibatkan Islam? Ada ajaran jihad. Apakah begitu atau bukan? Ada negara organisasi ISIS, Taliban, etc. Di Saudi pemerintah kerajaan cukup t
represif, apalagi dgn MbS. Di Iran juga begitu: Pemerintah banyak represif terhadap rakyat. Di Yaman, Lebanon, Syria, Afganistan, dan berbagai negara Islam di Afrika penuh konflik, perang, perebutan kekuasaan, ketidakstablan politik. Di sejarah Indonesia pun ada usaha membentuk negara Islam dengan jalur kekerasan dan senjata (DI/TII).

Untuk meneruskan Nabi pun, penuh dengan konflik (Abu Bakr dgn Ali). Perselisihan antara mereka yg akhirnya perselihan antara Sunni dgn Syiah. Sampai sekarang pun Syiah dan Sunni banyak berselisih.

Maaf, sy tdk mau menuduh tetapi melihat dari kenyataan yg ada. Melihat berbagai fakta sejarah, bagaimana orang2 di luar Islam bisa melihat Islam sebagai jalan damai, aman, tenteram, cinta perdamaian?",@SmithfieldSmithfield,2024-11-19T11:49:48Z,2
6581,"Kumaila ini termsk Islam yg jujur ,, jarang ketemu org kyk gini",@alimanaliman2465,2024-11-19T11:49:43Z,82
6582,"Mungkin hanya beberapa yg jujur.
Berani jujur itu hebat
.yg lain Munafik",@AgusGede-xq9fv,2024-11-19T12:03:05Z,10
6583,​@@AgusGede-xq9fvdia bukan islam... coba cari video yg lain. ada pernyataan dia bukan islam.,@maxlampir,2024-11-19T12:47:26Z,4
6584,"@@maxlampir biasa nyamar2 kan penyembah 1 batang 2 telor yesus tritunggal Kan sdh mulai punah,kl si arakmondo smoga jd murtad,neraka prlu orang munafik",@indrasaputra9497,2024-11-19T13:02:17Z,0
6585,​@@maxlampirkl ngak fanatik dan bodoh pst dianggap bkn islam. Kedepannya islam sisanya yg terbelakang dan bodoh.,@kurniadidajan9270,2024-11-19T13:02:19Z,0
6586,Anda ngaeur...dia itu lulusan pesantren...,@muhammadnaufal864,2024-11-19T13:04:11Z,2
6587,Di lihat dari sejarah perbudakan hilang karena apa atau faktor apa? Pasti bukan krn islam jaman Muhammad.. Krn jaman abad 7 perbudakan masih merajalela..pasti ada faktor dari luar orang islam.,@buahrohkehidupan,2024-11-19T11:48:38Z,0
6588,"Kebijakan terwujud karena kekuasaan, narasi tanpa kekuasaan cuma omon2,",@quzuqbotak,2024-11-19T12:13:35Z,0
6589,Yang penting   hanya  satu tuhan  kristen atau Islam  itu intinya tuhan  Allah di kristen.  Bukan  muhammat   seperti Islam     muhammat di  sembahkan     sedangkan muhammat sudah. Mati   alcuran Islam masih  salah  bohong bohongan  kotor otak   berhari  hari berminggu Minggu  berbulan  bulan bertahun tahun    malu. Sadar  fokus  konsen  ikhlas  tak habis habisnya  berarti  islamini. Ada jarak  sama kristen  hati hati   diam diam  berbahaya,@UliGurning-gk2kz,2024-11-19T11:48:26Z,1
6590,Percaya ade armando muslim? Aku meragukan itu. Belajar lebih banyak ya pak dosen. Ada banyak ayat bibel mengajarkan pembunuhan dan banyak ajaran AlQuran mengajarkan kedamaian. Saya berharap sang dosen provokator ini berfikir subyektif dan jangan provokatif.,@ahmadabdullathif2667,2024-11-19T11:48:06Z,0
6591,Menyimak saja,@yohanessantoso1021,2024-11-19T11:48:04Z,11
6592,21:44 thxs to islam kalau ga ada islam ntah kayak apa pengadilan dunia ini 😊,@quzuqbotak,2024-11-19T11:47:52Z,0
6593,"LOGIKA NYA JIKALAU ISLAM AGAMA SUKA PERANG.
 MUNGKIN INDONESIA MAYORITAS 100% ISLAM..

 Non muslim pun hari ini detik ini bisa jalan dgn santai, ibadah tanpa diganggu, Tidur nyeyak, Bahkan mau cari makan keluar juga aman, Jgn buat kami Muslim marah akan terhadap narasi sesat yg kalian sampaikan.",@shortchanel6076,2024-11-19T11:47:24Z,1
6594,"Belajar sejarah runtuhnya majapahit,dan genocida terhadap suku Batak oleh tentara padri !!!",@Thecultdestroyer6789,2024-11-19T11:53:12Z,0
6595,Perangilah itu kan perintah nabi lu 😂,@imorario6802,2024-11-19T11:53:45Z,1
6596,"​@@Thecultdestroyer6789, 👍👍👍👍",@Spinx-dc3so,2024-11-19T12:31:01Z,1
6597,"Intoleransi beragama dan pembatasan ibadah umat Kristen telah meningkat di Indonesia selama dua dekade terakhir. Berikut beberapa contoh intoleransi beragama di Indonesia:
Penutupan gereja
Dari tahun 1998 hingga 2020, lebih dari 680 institusi dan gereja Kristen diancam, ditutup, dilarang, atau dihancurkan. 
Serangan terhadap desa-desa Kristen
Pada November 2020, sebuah desa mayoritas Kristen di Sulawesi diserang oleh Mujahidin Indonesia Timur, yang berafiliasi dengan ISIS. Empat orang tewas, dan sebuah gereja, enam rumah, dan banyak lagi dibakar. 
Perselisihan mengenai pembangunan gereja
Di Kabupaten Sigi, Sulawesi Tengah, warga keberatan dengan rencana pembangunan gereja lokal. Beberapa warga menyarankan agar umat Kristiani beribadah di gereja tetangga.",@LunaLuna-v4j,2024-11-19T12:52:19Z,1
6598,Klo tidak ada fatwa dari KH Hasyim Asyari  niscaya tidak ada jihad/perang melawan belanda di Surabaya. Karena saat itu orang kafir kristen cmn bisa ngumpet dan melarikan diri. Stelah perang usai baru nongol 😅,@SlametRiyadi-yy8nk,2024-11-19T11:47:10Z,0
6599,"Dan begitu dibilang ga relevan lagi.. Pakai aturan manusia. Aduh napa gini sih.. Maaf ga masuk logika saya.😅 dengan aturan manusia sekarang nohh, perang tetep ada standard norma yang ga jelas.. LGBTQ.. STANDARD SIAPA TU..",@heningqodam5929,2024-11-19T13:21:58Z,0
