,author,published_at,comment,like,en_comment
2285,@Nett.Ragnarok,2024-08-21T00:39:30Z,"Menurut saya IKN ini didirikan menuai pro dan kontra, seperti yang kita tahu bahwa kasta tertinggi dalam hukum Indonesia ini adalah hukum viral(bercanda), dari sekian pendapat rakyat Indonesia yang saya teliti satu- persatu di setiap postingan mengenai IKN, saya memeperoleh bahwa IKN ini  memiliki pro dan kontra pada bagian desain, lokasi, dan keindahanya yang justru malah dijadikan bahan lelucon oleh netizen, mulai dari desain yang digadang-gadang mirip garuda dengan kepala menunduk, masyarakat awam yang tidak mengetahui makna dari desain tersebut langsung menghakimi sendiri bahwa desain tersebut buruk, lalu dari keindahan serta kemewahan yang disajikan di IKN malah di jadikan bahan bercandaan seperti ""memanjakan para pejabat"" dan lain sebagainya. Namun dari yang saya tahu, bahwa IKN didirikan karena penurunan tanah di Jakarta mencapai 2-15 cm per tahun, maka perlu dilakukan tindakan cepat untuk memindahkan ibu kota ke wilayah yang lebih aman",0,"In my opinion, the establishment of the IKN has reaped pros and cons, as we know that the highest caste in Indonesian law is the law of viral (jokes), from the opinions of the Indonesian people that I have examined one by one in each post about the IKN, I found that the IKN has pros and cons in terms of design, location, and beauty which have instead been used as jokes by netizens, starting from the design that is said to resemble a garuda with its head bowed, the general public who do not know the meaning of the design immediately judge themselves that the design is bad, then from the beauty and luxury presented in the IKN it has instead been used as jokes such as ""spoiling officials"" and so on. However, from what I know, the IKN was established because land subsidence in Jakarta reached 2-15 cm per year, so quick action needs to be taken to move the capital city to a safer area"
2286,@UNDERGROUND-XMEAN,2024-08-20T18:20:19Z,atur ketat keluar masuk manusia ke IKN pak jangan asal biar asri dan terjaga semuanya lingkungan juga harus bersih. pokoknya harus hijau teduh rindang ga usah pakai gedung pencakar langit. begini aja asal bersih rindang sejuk cukup pak,0,"strictly regulate the entry and exit of people to the IKN, sir, don't just make it beautiful and well maintained, the environment must also be clean. the main thing is it must be green, shady and lush, no need for skyscrapers. just like this, as long as it is clean, shady and cool, that's enough, sir"
2287,@perairanluas1573,2024-08-20T16:46:21Z,Pak perhatiin itu pekerja ikn masa temen saya katanya kerja dari pagi sampe malem jam 9nan lmalem ewat pp dari mes ke tempat kerja lumayan 190rb seharian jam 7pagi-10malem lembur+gk dapet makan katanya mulai perbesok..🙃gk masuk sehari gk dapet gajii,0,"Sir, pay attention to the workers, my friend said that he works from morning until night, 9 am to night, going back and forth from the dormitory to the workplace, it's quite a lot, 190 thousand a day, 7 am to 10 pm, overtime + no food, he said, starting tomorrow.. 🙃 If you don't go in for a day, you don't get paid"
2288,@HerozStay,2024-08-20T15:02:30Z,Kalau bisa nanti di IKN harus ada peraturan yang tegas tentang hukum buang sampah sembarangan bagi seluruh masyarakat IKN..,0,"If possible, later in the IKN there must be strict regulations regarding the law on littering for all IKN residents."
2289,@wakatobiisland2514,2024-08-20T14:24:38Z,"Alhamdulillah Cita²bangsa sdh di realisasikan oleh presiden terbaik republik indonesa, pak prabowo yg akan melanjutkan 
Jayalah indonesia 
Buktikan pada dunia, kalo indonesia itu adalah bangsa yg besar 
Alfatihah buat semua pendiri bangsa yg besar ini",0,"Alhamdulillah, the nation's ideals have been realized by the best president of the Republic of Indonesia, Mr. Prabowo, who will continue
Long live Indonesia
Prove to the world that Indonesia is a great nation
Al-Fatihah for all the founders of this great nation"
2290,@winarnonarno7385,2024-08-20T13:36:54Z,"IKN emang oke, fasilitas  bertehnologi tinggi, rugi besar para pejabat yang tak mau pindah",1,"IKN is indeed okay, high-tech facilities, big loss for officials who don't want to move"
2291,@hindayaniputri7376,2024-08-20T13:24:05Z,"Kerenn ya IKN 👍👍👍
Tapi bagaimana dengan ini ... 
- Pilu Ibu-Bayi di Sulsel Meninggal Usai 17 Jam Ditandu ke RS karena Jalan Rusak....
-Duh, Ibu Hamil Ini Terpaksa Melahirkan di Atas Motor Akibat Jalan Rusak, Nyawa Bayi Tak Tertolong....
Apakah sudah ada Tindakan  ?
Itu baru contoh kejadian saja... 
Msh banyak hal lain terjadi .. diseluruh wilayah Indonesia ini...
Bagaimana Pak Jokowi.. Pak Maruf Amin... ?.. Pak Prabowo.. Pak Gibran... Sebagai pelanjut estafet ... 
IKN boleh keren ...lanjutkan pembangunannya.... 👍👍👍👍
Tapi Mohon wilayah RI lainnya juga jadi skala prioritas ya Pak... 
Tks wsswrb 🙏",0,"Cool IKN 👍👍👍
But what about this ... 
- Heartbreaking Mother-Baby in South Sulawesi Died After Being Carried to Hospital for 17 Hours on a Stretcher Due to Damaged Roads....
- Oh, This Pregnant Woman Was Forced to Give Birth on a Motorcycle Due to Damaged Roads, Baby's Life Could Not Be Saved....
Have There Been Any Actions?
That's just an example of an incident... 
There are still many other things happening .. throughout Indonesia...
How about Mr. Jokowi.. Mr. Maruf Amin... ?.. Mr. Prabowo.. Mr. Gibran... As the successor to the baton ... 
IKN may be cool ... continue its development.... 👍👍👍👍
But please make other regions of the Republic of Indonesia a priority, Sir... 
Tks wsswrb 🙏"
2292,@ZakariaHArsyad,2024-08-20T11:20:05Z,Terbaik,0,Best
2293,@salvatoremaximus6754,2024-08-20T07:52:59Z,Kok bisa? Bukannya bos Metro TV oposisi?,0,How is that possible? Isn't the Metro TV boss an opposition?
2294,@milaardyana3060,2024-08-20T07:22:19Z,"Indonesia itu sebetulnya punya byk SDM yg mumpuni hingga terbngunlah IKn spt sekarang ini, tp sayang byk oknum dan ""tikus""  di negara ini, apalagi hukum di Indonesia blm bisa berdiri tegak, msh lemah",0,"Indonesia actually has many qualified human resources to build the country as it is today, but unfortunately there are many individuals and ""rats"" in this country, moreover the law in Indonesia has not been able to stand upright, it is still weak."
2295,@milaardyana3060,2024-08-20T07:07:35Z,"Tidak banggakah kalian dg pembangunan IKN ini? Alangkah baiknya jika kebanggaan kalian itu diikuti rasa nasionalisme dan rasa tanggung jwb yg besar utk bersama² membangun negeri ini menjadi negeri yg damai & makmur. Maka utk para petinggi, pejabat negara dan jajarannya berilah contoh yg baik bg rakyat jgn KORUPSI, PUNGLI dll  agar rakyat percaya bahwa pimpinan mereka adalah pimpinan yg patut dicontoh, sehingga rakyat dg senang hati mau membangun negeri ini  bersama kalian ( pejabat )",0,"Aren't you proud of the development of this IKN? It would be nice if your pride was followed by a sense of nationalism and a great sense of responsibility to jointly build this country into a peaceful and prosperous country. So for the high-ranking officials, state officials and their ranks, set a good example for the people, do not CORRUPTION, EXTORTION, etc. so that the people believe that their leaders are leaders who are worthy of being emulated, so that the people are happy to build this country together with you (officials)"
2296,@predator4516,2024-08-20T04:22:55Z,Rakyat masih menderita???,0,Are the people still suffering???
2297,@lotusturtle2811,2024-08-20T03:41:41Z,Preettttt,0,Preettttt
2298,@YolentaweaSeda,2024-08-20T02:47:11Z,Terima kasih bapak presiden Jokowidodo sehat selalu panjang umur Tuhan Yesus memberkati,0,"Thank you, Mr. President Jokowi, may you always be healthy and have a long life. God bless you."
2299,@lilymaryana7638,2024-08-20T02:35:09Z,The best president of indonesia..,0,The best president of indonesia..
2300,@yuiswidhiastono6641,2024-08-20T01:31:49Z,Awal diajak mantan PM Inggris.. mundur... bagaimana ya komen beliau ayo metro apa tanggapannya sekarang😂😂😂😂,0,"Initially invited by the former British PM... he resigned... what is his comment, come on metro, what is his response now 😂😂😂😂"
2301,@AliMukson-c4v,2024-08-20T01:29:25Z,Amin rais semaput,0,Amin Rais passed away
2302,@yuiswidhiastono6641,2024-08-20T01:25:09Z,❤Pak AH... 😢,0,❤Mr. AH... 😢
2303,@hypemurah3153,2024-08-20T00:45:57Z,Terima kasih Bapak Presiden Jokowidodo. We love you so much.  ...,0,"Thank you, Mr. President Jokowi. We love you so much. ..."
2304,@suhardichen-tw5hd,2024-08-20T00:06:40Z,Dengan rahmat allah tuhan yang mh esa ikn nusanra terwujud amin.,1,"With the grace of God, the one true God, may the faith of mankind be realized, amen."
2305,@S.D.NMimes-mm5lo,2024-08-19T23:58:25Z,Disgusting 😂 licking the have now😂😂😂,0,Disgusting 😂 licking the have now😂😂😂
2306,@ahmadzahar9582,2024-08-19T23:52:54Z,"pusat pemerintahan kembali ke masa kerajaan tua di kalimatan. jaya lah indonesia maju lah indonesia.
semoga usia kita anak cucu kita bisa jadi saksi indonesia menujuh emas.",0,"the center of government returns to the old kingdom in Kalimantan. May Indonesia be victorious, Indonesia will advance. Hopefully our children and grandchildren can witness Indonesia heading towards its golden age."
2307,@zhieamor8128,2024-08-19T23:48:57Z,😂 pendukung Abah 😂,0,😂 Abah's supporter 😂
2308,@dwiheri6628,2024-08-19T23:37:16Z,"Presiden bilang jangan buru-buru, 😅😅😅 presiden bilang ke siapa ya? Bukan presiden yang nafsu banget buat bikin IKN sampai kepala Otorita IKN dan wakilnya dipecat (beritanya mengundurkan diri) karena dianggap ga mampu bermain cepat sesuai keinginan Presiden, pokoknya kalo Si Nganu ngomong harus diartikan sebaliknya yaaa... itu udah jadi type nya si Nganu, tukang berbelit-belit omongannya ga ada arti yg penting  cuma omon2 ga jelas",0,"The president said don't rush, 😅😅😅 who did the president say that to? Not the president who was so eager to make the IKN until the head of the IKN Authority and his deputy were fired (reportedly resigned) because they were considered incapable of playing fast according to the President's wishes, basically if Si Nganu speaks it must be interpreted the other way around, yeah... that's already become Si Nganu's type, a person who beats around the bush with no meaning, what's important is just unclear ranting"
2309,@udihasan7710,2024-08-19T15:32:02Z,Ikon burung garuda terbouat dari bilah perunggu jika terkena oksigen dan asam akan berubah tadinya hitam akan hijau seperti besi berkarat ini bahaya untuk pernapasan seperti batuk jika terhirup manusia...,0,"The Garuda bird icon is made from bronze blades. If exposed to oxygen and acid, it will change from black to green like rusty iron. This is dangerous for breathing, such as coughing if inhaled by humans..."
2310,@nolimitstory8517,2024-08-19T15:31:34Z,Bangga hanya itu yg bisa terucapkan.❤❤❤❤❤IKN.,0,Proud is all I can say.❤❤❤❤❤IKN.
2311,@Yorisofisial,2024-08-19T15:23:48Z,"Nyesalx shi krna burung garuda tunduk, 😁baru kli ini liat burung tunduk terkecuali di IKN",0,"I'm sorry because the Garuda bird bowed, 😁this is the first time I've seen a bird bow except at IKN"
2312,@beuthiecubby,2024-08-19T15:08:42Z,"Keren indonesiaku,  bangga jd wni, bangga dg presidenku, syukur kpd Tuhan.",0,"My Indonesia is great, proud to be an Indonesian citizen, proud of my president, thanks to God."
2313,@Suwandi3127,2024-08-19T15:00:54Z,Majulah negeriku jayalah bangsaku Indonesia ...amiin,0,"Advance my country, glory to my nation Indonesia...amen"
2314,@jakaasyura69,2024-08-19T13:59:40Z,"Dear buat saudaraku masyarakat pribumi kalimantan yaitu Dayak, melayu dll. Saya dri pulau sumatera d ujung mata saudara menyampaikan terimakasih atas tanahmu untuk ibukota nusantara dan kami titipkan ibukota nusantara kepada anda sekalian agar sekiranya menjaga nya tanpa harus menggadaikan kebudayaan yg ada disana,  kami titipkan ikn pada kalian dgn harapan kemajuan dan kesetaraan di bumi nusantara ini.  Semoga Allah terus mengikat hati kita sebagai saudara sebangsa dan setanah air INDONESIA.  HORAS,.",0,"Dear for my brothers and sisters, the indigenous people of Kalimantan, namely Dayak, Malay, etc. I am from the island of Sumatra at the end of your eyes, I express my gratitude for your land for the capital of the archipelago and we entrust the capital of the archipelago to all of you so that you can maintain it without having to pawn the culture that exists there, we entrust the icon to you with the hope of progress and equality in this archipelago. May Allah continue to bind our hearts as fellow countrymen and countrymen of INDONESIA. HORAS,."
2315,@SupirBus90,2024-08-19T13:58:55Z,Kalau istana2 yang di Jakarta dan Bogor berbau Kolonial kenapa gak Istananya saja yang di bangun baru di jakarta,0,"If the palaces in Jakarta and Bogor have a colonial feel, why not just build a new palace in Jakarta?"
2316,@deckiepalandeng6950,2024-08-19T13:35:10Z,Saya orang Bppn Bangga Ibukota Indonesia Nusantara  IKN  Kota Masa Depan  Kota  Modern dan Spectacular dan Canggih dalam Segala Aspek baik Teknologi dan Iptek jauh j,1,"I am a BPPN person, proud of the capital city of Indonesia, the Indonesian Archipelago, IKN, the city of the future, a modern and spectacular city and sophisticated in all aspects, both technology and science and technology, far from it."
2317,@pentolcijeungjing354,2024-08-19T13:26:16Z,Opo nrh pak de ...,0,Opo nrh pack the ...
2318,@HandrisSugiarto,2024-08-19T13:23:35Z,Si tungkang nyiyir auto bengong sambil melongo melihat semua ini,0,The cynical tungkang was automatically stunned while looking at all this.
2319,@maknamaraberry-zl5uq,2024-08-19T13:05:40Z,Allahuakbar!,1,Allahu akbar!
2320,@ataflobamora6209,2024-08-19T12:49:57Z,"Ini metro tv selalu nyinyir ikn dan pak jokowi pas pemilihan presiden kemarin kan,sekarng jilat luda sendiri,gabung pak jokowi dan prabowo.😂😂",0,"Metro TV always criticizes IKN and Mr. Jokowi during the recent presidential election, right? Now they are licking their own spit, joining Mr. Jokowi and Prabowo. 😂😂"
2321,@deaservice735,2024-08-19T14:27:52Z,Krn metro tv punya surya paloh pengusung anies yg gagal nyapres yg sbelumnya dukung jokowi.,0,"Because Metro TV has Surya Paloh, the supporter of Anies who failed to run for president and previously supported Jokowi."
2322,@alirosheno9473,2024-08-19T14:49:27Z,@@deaservice735 Iya juga ya pantes semenjak gabung koalisi Prabowo berita2 metro jadi positif semua ke Pemerintah sebelumnya negatif terus,0,"@@deaservice735 Yes, it's no wonder that since Prabowo joined the coalition, all the news in Metro has been positive, while the previous government was always negative."
2323,@Sumberjaya77,2024-08-19T12:16:59Z,Mantap,0,Great
2324,@AbdulHannan-s4o2n,2024-08-19T11:58:31Z,"TANAH tanda jasa yg di Berikan ke Bapak Jokowi 2 Hektar dan uang pesangon Rp 2 milliar ,ke Wakil Presiden Pak Amin Tanah 1 Hektar dan Uang Pesangon Rp 1,5 millar ,terdata di Bank BRI IKN RI 2024M  Laksanakan para Notris Agraria Tanah di IKN seluruh Tanah di Kalimantan",0,"LAND as a token of appreciation given to Mr. Jokowi 2 hectares and severance pay of Rp. 2 billion, to Vice President Mr. Amin 1 hectare of land and severance pay of Rp. 1.5 billion, recorded at Bank BRI IKN RI 2024M Carry out the Agrarian Notaries of Land in IKN all Land in Kalimantan"
2325,@kucingadipurnama5735,2024-08-19T11:17:07Z,"Semoga nanti warga di IKN bisa menjaga dan mempertahankan alam dengan baik.
Sekarang udara, sungai, alam nya bersih jangan sampai 10, 20 tahun kedepan rusak. 
Pengelolaan sampah nya juga harus di tingkatkan",3,"Hopefully, later, residents in the IKN can maintain and preserve nature well.
Now the air, rivers, and nature are clean, don't let it be damaged in the next 10, 20 years.
Waste management must also be improved"
2326,@FREDWALKERINDO,2024-08-19T11:08:23Z,"Mantap, optimis Indonesia jaya",0,"Steady, optimistic that Indonesia will be victorious"
2327,@gilangsuki7730,2024-08-19T10:53:35Z,Kenapa nama indonesia di ganti dgn nusantara??? Apakah itu tanda kalau satu saat nama indonesia hilang bergantoli negara nusantara??? Mirisssssss,0,Why was the name Indonesia replaced with Nusantara??? Is that a sign that one day the name Indonesia will disappear and be replaced with the name Nusantara??? It's sad
2328,@Sang-pegembala,2024-08-19T10:42:10Z,"Umur segini jakarta aja belum pernah singgah ,ini udah pindah ikn nasib jadi org bawah...apakah ikn bisa saya kesana...atau hanya khayalan belaka.",0,"At this age, I've never even visited Jakarta, now that I've moved, my fate is to be a lowly person... can I go there... or is it just a fantasy?"
2329,@deaservice735,2024-08-19T14:31:18Z,Alat transpotasi dr yg murah smp yg mahal sdh tersedia sempatkan waktu keliling indonseia.,0,"Transportation from cheap to expensive is available, take the time to travel around Indonesia."
2330,@hermanalfian2368,2024-08-19T09:57:06Z,Rindu kampung halaman gue Samarinda ❤ Salam dr jkt 🙏,5,Missing my hometown Samarinda ❤ Greetings from Jakarta 🙏
2331,@nash2454,2024-08-19T09:21:27Z,semoga indonesia terus maju seiringan dgn malaysia,0,May Indonesia continue to progress alongside Malaysia.
2332,@bangchalie,2024-08-19T08:43:53Z,Hanya Persiden Jokowi yg berani Tidur di Kamar Horor yg ada di gedung² istana yg pernah ditempati olh para Penjajah 🤪🤪🤪,0,Only President Jokowi dares to sleep in the horror room in the palace buildings that were once occupied by the invaders 🤪🤪🤪
2333,@bangchalie,2024-08-19T08:42:40Z,Hanya Org yg berkesadaran yg tdk NYINYIR kita bangun IKN Artinya masih jauh levih banyak warga NKRI yg mabok 🍻🍻🍻,0,Only conscious people will not be NYYIR when we build the capital city. This means that there are still many more citizens of the Republic of Indonesia who are drunk 🍻🍻🍻
2334,@mahadhinyqueen,2024-08-19T07:50:12Z,merinding sekali melihatny terharu dan bangga dng indonesia,0,It's so chilling to see him so moved and proud of Indonesia
2335,@DoniAja-jo5tb,2024-08-19T07:45:07Z,Pak Jokowi memang cerdas dan kreatif serta berkeadilan sosial bagi seluruh rakyat Indonesia,1,Mr. Jokowi is indeed intelligent and creative and has social justice for all Indonesian people.
2336,@DoniAja-jo5tb,2024-08-24T05:24:34Z,❤❤tu Mbah amin sekarang tepati janjimu yang sudah kau ucapkan yang akan berjalan kaki dari Jakarta ke Yogyakarta❤❤,0,"❤❤That's Mbah Amin, now fulfill your promise that you said, which is to walk from Jakarta to Yogyakarta❤❤"
2337,@bambangdrmbambangdrm6817,2024-08-19T07:07:40Z,Rocky gerung apakah di undang di acara peresmian ikn...???,0,"Rocky Gerung, was he invited to the inauguration of the icon...???"
2338,@atrirendy4096,2024-08-19T06:12:53Z,Tumben Metro beritanyaa positif,0,Metro rarely has positive news
2339,@kamwan3185,2024-08-19T05:23:53Z,tahniah indonesia...akhirnya merdeka sebenar dirasai...,0,Congratulations Indonesia...finally true independence is felt...
2340,@djuwadidjuwadi4080,2024-08-19T05:14:35Z,"Ikn wajib bebas rokok
Setiap bangunan / gedung wajib  ada lubang biopori utk peresapan air dan limbah organik",0,"Mandatory smoke-free fish
Every building/building must have biopore holes for water and organic waste absorption"
2341,@paruliansimbolon1358,2024-08-19T04:21:14Z,Terima kasih Bapak Presiden Jokowi atas Maha Karya mu untuk Indonesia Maju. Sehat dan bahagia selalu bersama keluarga.,0,"Thank you, Mr. President Jokowi, for your masterpiece for Advanced Indonesia. Always be healthy and happy with your family."
2342,@riadoatk4599,2024-08-19T04:18:48Z,Investor sekaligus presiden,0,Investor and president
2343,@renaldiguntur158,2024-08-19T12:05:33Z,"Keren ya, murni milik anak bangsa sendiri.. Coba yg investor Presiden Xin Jin Ping, apa kamu ga makin ribut..🤭😆 Aneh kok bangsa ini, segelintir orangnya masih tak bisa berbangga pd negara nya sendiri, melihat dari sudut pandang paling jauh sampe ga keliatan akhirnya. Syukuri, negara merdeka yg berumur 79 th kemerdekaan nya baru punya ibukota nya sendiri, Jakarta itu ibukota warisan Penjajah Belanda, bangunan istana negara pun milik Belanda dulu nya, desain Belanda, semangat Belanda, kejayaan Belanda di tanah jajahan nya. Kau kira itu tak bayar, Belanda menekan kita untuk bayar smua konstruksi dan infrastruktur yg ada di 1949 dan dicicil br tahun 2000 an lunas. Ga tau kah soal itu sehingga mengagungkan peninggalan Belanda. Bahkan Jakarta pun mau dipindahkan ke Bandung tapi keburu Jepang datang dan mengambil alih Indonesia kala itu. Kenapa pindah ke Bandung, krn ilmuwan Belanda sudah membuat kajian bahwa tanah Jakarta tanah gambut dan dialiri 13 sungai yg punya daya tampung sbg ibukota hanya ideal 500rb penduduk, bila dipaksakan tanah akan tenggelam, bahasa teknik sipilnya nya Soil Settlement dan Consolidation Settlement. Banyak2 lah belajar dan meluaskan wawasan agar jd warga yg lebih terdidik dan tak terlihat b*d*h.",1,"Cool huh, purely owned by the nation's own children.. Try the investor President Xin Jin Ping, won't you be even more noisy..🤭😆 This nation is strange, a handful of people still can't be proud of their own country, looking from the furthest point of view until the end is not visible. Be grateful, an independent country that is 79 years old has its own capital, Jakarta is the capital inherited from the Dutch Colonizers, the state palace building also belonged to the Dutch in the past, Dutch design, Dutch spirit, Dutch glory in their colony. You think it doesn't pay, the Dutch pressured us to pay for all the construction and infrastructure that existed in 1949 and paid in installments only in the 2000s it was paid off. Don't know about that so they glorify the Dutch legacy. Even Jakarta was going to be moved to Bandung but Japan came and took over Indonesia at that time. Why move to Bandung, because Dutch scientists have made a study that Jakarta's land is peat land and is crossed by 13 rivers that have a capacity as a capital city only ideal for 500 thousand residents, if forced the land will sink, the civil engineering language is Soil Settlement and Consolidation Settlement. Learn a lot and broaden your horizons to become a more educated citizen and not look like a b*tch."
2344,@elsakyu1133,2024-08-19T04:07:59Z,mantap,0,steady
2345,@alirosheno9473,2024-08-19T03:52:44Z,"Sumpah selama ini ketipu hoax grup WA keluarga yang isinya pendukung anis yang bilang IKN mangkrak lah IKN masih hutan rata tanah alias belum dibangun.🙃
Ternyata sekeren itu IKN cepat sekali progresnya, semoga makin Maju Indonesiaku!",1,"I swear, all this time I've been fooled by the hoax family WA group whose members are Anis' supporters who said that the IKN is stalled, the IKN is still a forest that has been leveled to the ground, aka it hasn't been built yet. 🙃
It turns out that the IKN is that cool, its progress is very fast, hopefully my Indonesia will continue to advance!"
2346,@erlanggasetyohadi6497,2024-08-19T03:48:47Z,"Untung Pak Prabowo menang pasti bakal lanjut sampai tuntas IKN ini
Kalo yg menang si anis pasti bakal mangkrak sih IKN, soalnya pengen bikin 40 kota setara Kota Jakarta dan BBM Gratis 🤭",1,"Luckily Mr. Prabowo won, he will definitely continue to complete this IKN. If Anis wins, the IKN will definitely be stalled, because he wants to make 40 cities equal to Jakarta and free fuel 🤭"
2347,@wrstudio2153,2024-08-19T03:40:59Z,"alhamdulillah, semoga Allah senantiasa menjaga melindungi merahmati Bangsa dan Negara Indonesia amiin......",0,"Alhamdulillah, may Allah always protect and bless the Indonesian nation and country, amen......"
2348,@DediMulyadi-j7j,2024-08-19T03:25:24Z,Adakah sejarah atau narasi mencatat tentang Penyerahan hak pakai atas istana negara dan istana merdeka dari pemerintah kolonial ke pemerintahan NKRI atau azas manfaat belaka karena kolonial hengkang jadi lumayan lah diperbaharuii setelah itu dipakai,0,Is there any history or narrative that records the transfer of usage rights over the state palace and the independence palace from the colonial government to the government of the Republic of Indonesia or is it just a matter of benefit because the colonial government left so it was quite good to renovate it after that it was used?
2349,@murnij6111,2024-08-19T03:22:35Z,"Trimah kasih pak Joko Widodo, sehat sll dn panjang umur.",0,"Thank you, Mr. Joko Widodo, stay healthy and live a long life."
2350,@heldayun3820,2024-08-19T02:44:41Z,"Sukses selalu IKN wujud nyata karya anak bangsa, Tuhan Memberkati 🙏",4,"Always be successful, IKN is a real manifestation of the work of the nation's children, God bless you 🙏"
2351,@yemmyadiyatma333,2024-08-19T02:19:07Z,Biasa aja dulu... Tunggu sampai berfungsi sesui harapan dan negeri ini bs byar hutang2 nya...... Klu gak bs dan kesusahan apa si surya paloh nasdem mau bantuin..... Bayar hutang negeri ini....,0,"Just be normal for now... Wait until it works as expected and this country can pay off its debts... If it can't and there are difficulties, Surya Paloh Nasdem will help... Pay this country's debts..."
2352,@agusnurr5339,2024-08-19T02:15:08Z,"Coba kasih komen dong ttg jokowi yg kasih HGU yg bisa selama 190
Mungkin saja tanah yg mereka kuasai dg hgu akhirnya tanah dimiliki penuh
Dan cina yg menguasai IKN",0,"Try to give a comment about Jokowi who gave HGU which can last for 190
Maybe the land that they control with HGU will eventually be fully owned
And China controls the IKN"
2353,@yuliantogp,2024-08-19T02:14:24Z,mantap,0,steady
2354,@sukarmin3840,2024-08-19T01:53:08Z,Subhanallah terima kasih ya allah atas kuasamu .negara kami tercinta .mampu membangun ibu kota baru ikn.dirga hayu indonesi rahayu rahayu.semoga para pemimpin negara yg membangun ikn selalu di  berikan kesehatan amin.,0,"Subhanallah, thank you, O Allah, for your power. Our beloved country is able to build a new capital city of IKN."
2355,@dimasrezikyjaelani4415,2024-08-19T01:35:28Z,Buzzer gausah nonton. Soalnya primitif. . Apalagi cuman sbagai alat demokrasi yg bahkan junjungannya pun hampir dikhianati oleh partai politik. 😂,0,"Buzzer, don't watch it. Because it's primitive. . Moreover, it's only a tool of democracy whose leader was almost betrayed by a political party. 😂"
2356,@bontetabadi1027,2024-08-19T00:38:21Z,"Tempat saya belum ada listrik, jalan belum diaspal😢😢😢😢😢",0,"My place doesn't have electricity yet, the roads aren't paved😢😢😢😢"
2357,@deaservice735,2024-08-19T14:38:26Z,Dana desanya dikemanain,1,Where did the village funds go?
2358,@zulkiflibaabduh2775,2024-08-19T00:35:31Z,💖💖💖💖💖💖💖💖💖💖👍👍👍👍👍👍👍👍👍👍👍👍👍👍👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👍👍🤝🤝🤝🤝🤝🤝🤝🤝🤝🤝🤝🤝🤝🤝🤝💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨,0,
2359,@dedediancahyadi5345,2024-08-19T00:20:15Z,"tumben nih metro tv, judulnya adem",0,It's rare for Metro TV to have a cool title
2360,@mayonjik,2024-08-18T23:45:42Z,ALKHAMDULILLAH Bangsa Indonesia sdh punya IKN hasil karya Putra putri Indonesia berkat Presiden Joko widodo beserta jajarannya  Majulah Indonesiaku,0,"THANK GOD, the Indonesian nation now has an IKN, the work of the sons and daughters of Indonesia, thanks to President Joko Widodo and his staff. Advance my Indonesia."
2361,@rifaafelina1264,2024-08-18T23:41:54Z,Membangun segitu aja beritanya gak abis2 kau lihat di arab saudi malaysia midianya gak kepo😊😊😊,0,"Just building that much, the news is never ending, you see it in Saudi Arabia, Malaysia, the media is not curious😊😊😊"
2362,@deaservice735,2024-08-19T14:42:25Z,Kamu apa orang asing ya yg  tidak menghargai negara nya sendiri,0,Are you a foreigner who doesn't respect his own country?
2363,@reftahdsb2393,2024-08-18T23:37:35Z,Wah keren sekali❤,0,"Wow, that's so cool❤"
2364,@reftahdsb2393,2024-08-18T23:36:43Z,🎉,0,
2365,@ferrygunawan9301,2024-08-18T23:21:08Z,"Baru tahu ya pemirsa ,,itulah hebatnya visi & misi bpk jokowi dgn semboyan indonesia bisa",0,"Just found out, viewers, that's the greatness of Mr. Jokowi's vision and mission with the motto ""Indonesia can""."
2366,@tvadekaka7559,2024-08-18T21:42:26Z,"Waow ikn keren, salam sukses berkah sehat dari TVade kaka",1,"Wow, cool icon, greetings of success and healthy blessings from TVade, bro"
2367,@yudiwahyudi5956,2024-08-18T19:10:05Z,"Kami Bgga&acungu jempool,
Krn jetegasan & keberanuan seOrg pemimpin yg sabar tp pasti,,,",0,"We are proud and give you a thumbs up,
Because of the firmness and courage of a patient but sure leader,,,"
2368,@BarokahJaya-v2t,2024-08-18T18:21:37Z,Alhamdulillah.. Kita Bisa Mewujudkan Cita - Cita Leluhur para Pahlawan Pejuang 79 th yg lalu... Atas Ridhoh Allah SWT dan Berkahnya Unuk Negri Nusantara Indonesia  Amin ❤❤❤❤❤❤❤,13,"Alhamdulillah.. We can realize the ideals of our ancestors, the heroes who fought 79 years ago... With the permission of Allah SWT and His blessings for the Indonesian archipelago, Amen ❤❤❤❤❤❤❤"
2369,@asnidd,2024-08-18T17:03:53Z,❤‍🩹❤❤‍🩹❤❤‍🩹❤,0,
2370,@rena_nounen,2024-08-18T16:37:30Z,Cie yg merapat skrg narasi nya berbeda ni gak tahan oposisi yeee 😅,0,"Wow, those who have come closer now have different narratives, they can't stand the opposition, huh 😅"
2371,@SuliungSuliung,2024-08-18T16:34:24Z,100% Listrik = gk ada pom bensin,0,100% Electric = no gas stations
